Taxon	Abundance	Fraction Abundance
metagenomes	21.316999999999997	0.0218
Chloroflexi	40.055	0.0410
Acidobacteria	350.0259999999999	0.3583
Thermobaculum	1.85	0.0019
Dictyoglomi	2.996	0.0031
Gemmatimonadetes	8.332	0.0085
candidatedivisionNC10	3.215	0.0033
Gammaproteobacteria	21.258999999999997	0.0218
Firmicutes	157.31399999999996	0.1610
Chlorobi	2.748	0.0028
Planctomycetes	15.901	0.0163
Thermodesulfobacteria	10.732999999999999	0.0110
Deltaproteobacteria	41.989000000000004	0.0430
Aquificae	4.272	0.0044
Verrucomicrobia	7.611	0.0078
Betaproteobacteria	29.541000000000004	0.0302
Bacteroidetes	2.183	0.0022
Actinobacteria	91.53800000000003	0.0937
Alphaproteobacteria	162.30200000000002	0.1661
Synergistetes	1.794	0.0018


Lineage	MatchName	Abundance	Fraction Abundance
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium	311217923_Rhodomicrobium_vannielii_ATCC_17100	1.669	0.0017
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexineae;Chloroflexaceae;Chloroflexus	219541215_Chloroflexus_aggregans_DSM_9485	1.727	0.0018
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter	221562406_Geobacter_daltonii_FRC-32	4.828	0.0049
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas	86570155_Rhodopseudomonas_palustris_HaA2	2.284	0.0023
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas	91680938_Rhodopseudomonas_palustris_BisB5	7.398	0.0076
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Kribbella	283807292_Kribbella_flavida_DSM_17836	0.386	0.0004
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacter	196227372_Chthoniobacter_flavus_Ellin428	7.611	0.0078
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum	288926859_Rhodospirillum_centenum_SW	7.136	0.0073
Bacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Acidobacterium	225791207_Acidobacterium_capsulatum_ATCC_51196	35.68	0.0365
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	91685338_Burkholderia_xenovorans_LB400	2.6470000000000002	0.0027
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Micromonospora	315407437_Micromonospora_sp._L5	0.483	0.0005
Bacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Gordonibacter	295105686_Gordonibacter_pamelaeae_7-10-1-b	11.917	0.0122
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum	82943940_Magnetospirillum_magneticum_AMB-1	1.6019999999999999	0.0016
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas	381364880_Selenomonas_ruminantium_subsp._lactilytica_TAM6421	3.6559999999999997	0.0037
