Taxon	Abundance	Fraction Abundance
Planctomycetes	21.843999999999998	0.0486
Thermodesulfobacteria	3.435	0.0076
Acidobacteria	2.707	0.0060
Chloroflexi	44.879999999999995	0.0998
Deltaproteobacteria	33.399	0.0742
Bacteroidetes	10.476	0.0233
Alphaproteobacteria	124.72900000000003	0.2772
Actinobacteria	75.14899999999999	0.1670
Firmicutes	100.535	0.2235
Ignavibacteriae	3.116	0.0069
Deferribacteres	27.229000000000003	0.0605
Synergistetes	2.382	0.0053


Lineage	MatchName	Abundance	Fraction Abundance
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium	311217923_Rhodomicrobium_vannielii_ATCC_17100	34.245	0.0761
Bacteria;Actinobacteria;Rubrobacteridae;Solirubrobacterales;Conexibacteraceae;Conexibacter	283945692_Conexibacter_woesei_DSM_14684	2.172	0.0048
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella	240266805_Bartonella_grahamii_as4aup	0.706	0.0016
Bacteria;Firmicutes;Clostridia;Clostridiales;ClostridialesFamilyXVII.IncertaeSedis;Sulfobacillus	361052061_Sulfobacillus_acidophilus_DSM_10332	3.523	0.0078
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium	119953846_Mycobacterium_vanbaalenii_PYR-1	0.838	0.0019
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium	118168627_Mycobacterium_smegmatis_str._MC2_155	32.947999999999986	0.0732
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum	333820987_Desulfotomaculum_kuznetsovii_DSM_6115	6.62	0.0147
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum	151559234_Ochrobactrum_anthropi_ATCC_49188	0.655	0.0015
Bacteria;Planctomycetes;Planctomycetia;CandidatusBrocadiales;CandidatusBrocadiaceae;CandidatusKuenenia	91199943_Candidatus_Kuenenia_stuttgartiensis	11.578	0.0257
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Gordoniaceae;Gordonia	358245674_Gordonia_araii_NBRC_100433	0.523	0.0012
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium	353189236_Mycobacterium_rhodesiae_JS60	1.375	0.0031
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Parvibaculum	154154406_Parvibaculum_lavamentivorans_DS-1	24.864999999999995	0.0553
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter	20671658_Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4	4.97	0.0110
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter	298504140_Geobacter_sulfurreducens_KN400	5.066	0.0113
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;ThermoanaerobacteralesFamilyIII.IncertaeSedis;Caldicellulosiruptor	302573590_Caldicellulosiruptor_obsidiansis_OB47	2.751	0.0061
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Pseudonocardia	326948588_Pseudonocardia_dioxanivorans_CB1190	2.815	0.0063
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium	383338378_Mycobacterium_phlei_RIVM601174	2.347	0.0052
Bacteria;Chloroflexi;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium	221155340_Thermomicrobium_roseum_DSM_5159	4.605	0.0102
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus	218239917_Alicyclobacillus_acidocaldarius_LAA1	1.984	0.0044
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus	339287872_Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_Tc-4-1	4.311	0.0096
Bacteria;Deferribacteres;Deferribacterales;Deferribacteraceae;Deferribacter	290753135_Deferribacter_desulfuricans_SSM1	27.229000000000003	0.0605
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	365422958_Bradyrhizobium_sp._STM_3843	2.003	0.0045
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum	288909149_Azospirillum_sp._B510	2.067	0.0046
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea	319993263_Anaerolinea_thermophila_UNI-1	17.651	0.0392
Bacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Thermodesulfatator	335358205_Thermodesulfatator_indicus_DSM_15286	3.435	0.0076
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Oligotropha	336096911_Oligotropha_carboxidovorans_OM5	1.188	0.0026
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus	85720936_Syntrophus_aciditrophicus_SB	22.031	0.0490
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium	119692146_Mycobacterium_sp._KMS	2.029	0.0045
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	337757426_Hyphomicrobium_sp._MC1	23.830000000000002	0.0530
Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium	383800634_Ignavibacterium_album_JCM_16511	3.116	0.0069
Bacteria;Firmicutes;Clostridia;Clostridiales;ClostridialesFamilyXVII.IncertaeSedis;Thermaerobacter	315590829_Thermaerobacter_marianensis_DSM_12885	18.767	0.0417
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	146403799_Bradyrhizobium_sp._BTAi1	1.625	0.0036
Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophothermus	297144051_Syntrophothermus_lipocalidus_DSM_12680	2.963	0.0066
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter	189419341_Geobacter_lovleyi_SZ	6.302	0.0140
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	353204775_Hyphomicrobium_denitrificans_1NES1	28.817	0.0641
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacteriumtuberculosiscomplex	323720830_Mycobacterium_tuberculosis_CDC1551A	1.6119999999999999	0.0036
Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides	57223978_Dehalococcoides_mccartyi_195	2.916	0.0065
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum	257777071_Desulfotomaculum_acetoxidans_DSM_771	36.053	0.0801
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexineae;Roseiflexaceae;Roseiflexus	148566298_Roseiflexus_sp._RS-1	6.529	0.0145
Bacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Granulicella	358750971_Granulicella_mallensis_MP5ACTX8	2.707	0.0060
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Segniliparaceae;Segniliparus	316254282_Segniliparus_rugosus_ATCC_BAA-974	0.704	0.0016
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Centipeda	333385944_Centipeda_periodontii_DSM_2778	2.454	0.0055
Bacteria;Chloroflexi;Dehalococcoidia;Dehalogenimonas	299526872_Dehalogenimonas_lykanthroporepellens_BL-DC-9	13.179	0.0293
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter	373223269_Odoribacter_laneus_YIT_12061	10.476	0.0233
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio	269099254_Thermanaerovibrio_acidaminovorans_DSM_6589	2.382	0.0053
