Taxon	Abundance	Fraction Abundance
Planctomycetes	21.843999999999998	0.0486
Thermodesulfobacteria	3.435	0.0076
Acidobacteria	2.707	0.0060
Chloroflexi	44.879999999999995	0.0998
Deltaproteobacteria	33.399	0.0742
Bacteroidetes	10.476	0.0233
Alphaproteobacteria	124.72900000000003	0.2772
Actinobacteria	75.14899999999999	0.1670
Firmicutes	100.535	0.2235
Ignavibacteriae	3.116	0.0069
Deferribacteres	27.229000000000003	0.0605
Synergistetes	2.382	0.0053


Lineage	MatchName	Abundance	Fraction Abundance
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas	90103542_Rhodopseudomonas_palustris_BisB18	4.728	0.0105
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Blastopirellula	87290500_Blastopirellula_marina_DSM_3645	5.7989999999999995	0.0129
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Singulisphaera	371954767_Singulisphaera_acidiphila_DSM_18658	4.467	0.0099
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Amycolicicoccus	333479900_Amycolicicoccus_subflavus_DQS3-9A1	1.202	0.0027
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium	315259999_Mycobacterium_gilvum_Spyr1	16.314	0.0363
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus	344328415_Desulfosporosinus_sp._OT	9.697000000000001	0.0216
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Cellulomonadaceae;Cellulomonas	332337569_Cellulomonas_fimi_ATCC_484	8.873000000000001	0.0197
Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Jonesiaceae;Jonesia	256684786_Jonesia_denitrificans_DSM_20603	1.397	0.0031
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium	358443906_Eubacterium_limosum_KIST612	1.753	0.0039
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium	125712750_Ruminiclostridium_thermocellum_ATCC_27405	4.689	0.0104
