FIELD_COLORS,#ffe119,#3cb44b,#0082c8,#ffe119,#f58231,#ffe119,#911eb4,#d2f53c,#911eb4,#008080,#fabebe,#46f0f0,#aa6e28,#808000,#d2f53c,#3cb44b,#ffe119,#ffd8b1,#ffe119,#808080,#aaffc3,#aa6e28,#000080,#ffd8b1,#f58231,#f58231,#FFFFFF,#808080,#808000,#008080,#46f0f0,#000080,#808000,#e6194b,#fabebe,#f58231,#e6194b,#f58231,#808080
FIELD_LABELS,cen04,Iowa_agricultural01.3,Permafrost_Russia13.3,cen05,cen06,cen07,Mangrove70.3,Illinois_soil91.3,Mangrove02.3,Illinois_soybean40.3,Disney_preserve18.3,Permafrost_Canada23.3,California_grassland62.3,Brazilian_forest39.3,Illinois_soil88.3,Iowa_agricultural00.3,cen01,Iowa_corn22.3,cen03,Iowa_prairie76.3,cen17,California_grassland15.3,Minnesota_creek45.3,Iowa_corn23.3,cen15,cen16,Wyoming_soil22.3,Iowa_prairie72.3,Brazilian_forest54.3,Illinois_soybean42.3,Permafrost_Canada45.3,Minnesota_creek46.3,Brazilian_forest95.3,cen10,Disney_preserve25.3,cen14,cen13,cen12,Iowa_prairie75.3

#dataset scale: you can simply set the values where the scale will be drawn
DATASET_SCALE,0.00,0.015,0.03,0.06

LEGEND_TITLE,Sample
LEGEND_SHAPES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEGEND_COLORS,#808000,#aa6e28,#f58231,#e6194b,#ffe119,#aaffc3,#fabebe,#d2f53c,#008080,#3cb44b,#ffd8b1,#808080,#911eb4,#000080,#46f0f0,#0082c8,#FFFFFF
LEGEND_LABELS,Brazilian forest,California grassland,Centralia active (<50C),Centralia active (>50C),Centralia recovered,Centralia reference,Disney preserve,Illinois soil,Illinois soybean,Iowa agricultural,Iowa corn,Iowa prairie,Mangrove,Minnesota creek,Permafrost Canada,Permafrost Russia,Wyoming soil

DATA
OTU_0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701083492670491,0,0,0,0,0,0,0,0,0,0,0.00952380952380952,0,0.0151515151515152,0
OTU_0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574518418384589,0,0,0,0,0
OTU_0123,0,0,0.0216867469879518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487804878048781,0,0,0,0,0,0,0,0
OTU_0125,0,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0126,0,0,0,0,0,0,0,0,0.0152671755725191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0127,0.00116686114352392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530785562632696,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0128,0.0058343057176196,0,0,0,0,0.00198216055500496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0129,0,0,0,0,0,0,0,0,0,0,0,0.0187353629976581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317073170731707,0,0,0,0,0,0,0,0
OTU_0130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192632646164245,0,0,0,0.00137741046831956,0
OTU_0131,0,0,0,0,0,0,0,0,0,0,0,0.0281030444964871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975609756097561,0,0,0,0,0,0,0,0
OTU_0132,0,0,0.00481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0133,0,0,0,0,0,0,0,0,0.0458015267175573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138146167557932,0,0
OTU_0135,0,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0136,0,0,0,0,0,0,0,0,0.0114503816793893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0137,0,0,0,0,0,0,0,0,0,0,0,0.0585480093676815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146341463414634,0,0,0,0,0,0,0,0
OTU_0138,0,0,0,0,0,0,0,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371747211895911,0,0,0,0,0
OTU_0140,0,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0,0,0,0.00288739172281039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254939451880178,0.0201698513800425,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0142,0,0,0.0650602409638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0143,0.00233372228704784,0,0,0,0,0.00396432111000991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0144,0.00233372228704784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0146,0,0,0,0,0,0.000991080277502478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185774946921444,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0147,0,0,0,0,0.00261324041811847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238853503184713,0,0,0,0,0,0,0,0,0,0.000529100529100529,0,0,0
OTU_0148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155979202772964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743099787685775,0,0,0,0,0,0,0,0,0,0.00687830687830688,0,0,0
OTU_0150,0,0,0,0,0,0,0,0,0.0419847328244275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0151,0,0,0,0,0,0,0,0,0.0267175572519084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291932059447983,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209530246704968,0,0,0,0,0
OTU_0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956022944550669,0,0,0,0,0,0,0,0,0.00608313619466036,0,0.0412698412698413,0,0.0032139577594123,0
OTU_0155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318674314850223,0.00345010615711253,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0156,0,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0157,0,0,0.0240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318674314850223,0,0,0,0,0,0,0,0,0.0172355525515377,0,0.00899470899470899,0,0,0
OTU_0159,0.0280046674445741,0,0,0,0.000871080139372822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0160,0,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0161,0,0,0,0,0,0,0,0,0,0,0.0209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000265392781316348,0,0,0,0,0,0,0,0,0,0.00105820105820106,0,0,0
OTU_0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127469725940089,0,0,0,0,0,0,0,0,0,0,0,0,0.00137741046831956,0
OTU_0163,0.0058343057176196,0,0,0,0.00261324041811847,0,0,0,0,0,0,0,0,0,0,0.0168539325842697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796178343949045,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0165,0,0,0,0,0,0,0,0,0,0,0,0,0.230769230769231,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291932059447983,0,0,0,0,0,0,0,0,0,0.00317460317460317,0.017379679144385,0,0
OTU_0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127469725940089,0.00557324840764331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0168,0,0,0,0.00686947988223749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108108108108108,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135180804325786,0,0,0,0,0
OTU_0171,0,0,0,0,0,0,0,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398089171974522,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0173,0,0,0,0,0,0,0,0,0,0,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0174,0,0,0,0,0,0,0,0,0.0229007633587786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288739172281039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0176,0.00233372228704784,0,0,0,0.0113240418118467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0,0,0,0,0,0.00254939451880178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101975780752071,0,0,0,0,0,0,0,0,0.00540723217303143,0,0,0,0,0
OTU_0178,0.00233372228704784,0,0,0,0,0.00297324083250743,0,0,0,0,0,0,0,0,0,0,0.00192492781520693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318674314850223,0,0,0,0,0,0,0,0,0,0,0.0037037037037037,0,0.00229568411386593,0
OTU_0180,0.00116686114352392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0181,0,0,0,0,0.0078397212543554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0,0,0,0,0,0.00764818355640535,0.00106157112526539,0,0,0,0,0,0,0,0,0,0,0,0.000918273645546373,0
OTU_0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530785562632696,0,0,0,0,0,0,0,0,0,0,0,0.000918273645546373,0
OTU_0183,0,0,0.0385542168674699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0184,0,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0185,0,0,0,0,0,0,0,0,0.0114503816793893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0186,0,0,0,0,0,0,0,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0187,0,0,0,0,0,0,0,0,0.0305343511450382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0,0,0,0,0,0,0.00159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288739172281039,0,0.00167644593461861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0190,0.00700116686114352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0191,0,0,0,0,0.00174216027874564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0,0,0,0,0,0.00254939451880178,0,0,0,0,0,0,0,0,0.0331192970598175,0,0.0037037037037037,0,0.00642791551882461,0
OTU_0192,0.00466744457409568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0,0.00173310225303293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0193,0,0,0,0,0,0,0,0,0.0190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0194,0,0,0,0,0,0.00297324083250743,0,0,0,0,0,0,0,0,0,0,0.00288739172281039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291932059447983,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106157112526539,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0197,0.00350058343057176,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00550964187327824,0
OTU_0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192492781520693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0200,0,0,0.00481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0201,0,0,0,0,0,0,0,0,0.0190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0202,0.00233372228704784,0,0,0,0,0.000991080277502478,0,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0203,0.00116686114352392,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0,0,0,0.000962463907603465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000529100529100529,0,0,0
OTU_0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00675904021628929,0,0,0,0,0
OTU_0206,0,0,0,0,0.00174216027874564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388782664117272,0,0,0,0,0,0,0,0,0,0,0.00158730158730159,0,0.0169880624426079,0
OTU_0207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068870523415978,0
OTU_0208,0,0,0,0,0,0,0,0,0,0,0.00836820083682008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0209,0,0,0,0,0,0.00198216055500496,0,0,0,0,0,0,0,0,0,0,0.00288739172281039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358229131463332,0,0,0,0,0
OTU_0211,0.00233372228704784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0
OTU_0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224719101123595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530785562632696,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288739172281039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0216,0,0,0,0.0107948969578018,0,0.000991080277502478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224719101123595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0218,0.00233372228704784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0219,0.00350058343057176,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135350318471338,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168976005407232,0,0,0,0,0
OTU_0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318674314850223,0,0,0,0,0,0,0,0,0,0,0.00158730158730159,0,0,0
OTU_0223,0.0116686114352392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210325047801147,0.000530785562632696,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0225,0,0,0,0,0,0.000991080277502478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796178343949045,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0226,0,0,0,0.013738959764475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010896898575021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000529100529100529,0,0.000918273645546373,0
OTU_0229,0,0,0,0.00392541707556428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101385603244339,0,0,0,0,0
OTU_0231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106157112526539,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0232,0.00466744457409568,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0,0,0,0.0279114533205005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371747211895911,0,0,0,0,0
OTU_0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446144040790312,0.00371549893842887,0,0,0,0,0,0,0,0,0,0.00211640211640212,0,0.00229568411386593,0
OTU_0235,0,0,0.0072289156626506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102495543672014,0,0
OTU_0237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530785562632696,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0238,0,0,0,0,0.00174216027874564,0.00594648166501487,0,0,0,0,0,0,0,0,0,0,0.00192492781520693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586756077116513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0240,0,0,0,0,0,0,0,0,0.0305343511450382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0241,0,0,0,0,0,0,0,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0242,0.00233372228704784,0,0,0.00196270853778214,0,0.00297324083250743,0,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0243,0.00116686114352392,0,0,0,0,0.0237859266600595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0244,0,0,0,0,0,0,0,0,0.00763358778625954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318674314850223,0,0,0,0,0,0,0,0,0.0108144643460629,0,0.00211640211640212,0,0.00229568411386593,0
OTU_0246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0247,0,0,0,0,0,0.000991080277502478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137741046831956,0
OTU_0248,0.014002333722287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0249,0,0,0,0.00490677134445535,0,0.00396432111000991,0,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0250,0,0,0,0,0,0,0,0,0,0,0,0.0117096018735363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219512195121951,0,0,0,0,0,0,0,0
OTU_0251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137741046831956,0
OTU_0253,0,0,0,0,0.00958188153310104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202771206488679,0,0.00158730158730159,0,0.00780532598714417,0
