NCBI.ID.x,Type,Color
NC_010725,label,#7FC97F
NC_010725,label,#7FC97F
NC_010725,label,#7FC97F
NC_010725,label,#7FC97F
NC_010730,label,#DECBE4
NC_010730,label,#DECBE4
NC_010794,label,#666666
NC_010794,label,#666666
NC_010814,label,#7FC97F
NC_010814,label,#7FC97F
NC_010814,label,#7FC97F
NC_010814,label,#7FC97F
NC_010842,label,#F0027F
NC_010842,label,#F0027F
NC_010842,label,#F0027F
NC_010842,label,#F0027F
NC_010943,label,#7FC97F
NC_010943,label,#7FC97F
NC_010943,label,#7FC97F
NC_010943,label,#7FC97F
NC_010943,label,#7FC97F
NC_010994,label,#7FC97F
NC_010994,label,#7FC97F
NC_010994,label,#7FC97F
NC_010994,label,#7FC97F
NC_010995,label,#7FC97F
NC_011004,label,#7FC97F
NC_011004,label,#7FC97F
NC_011004,label,#7FC97F
NC_011004,label,#7FC97F
NC_011071,label,#7FC97F
NC_011071,label,#7FC97F
NC_011071,label,#7FC97F
NC_011080,label,#7FC97F
NC_011080,label,#7FC97F
NC_011080,label,#7FC97F
NC_011080,label,#7FC97F
NC_011080,label,#7FC97F
NC_011083,label,#7FC97F
NC_011083,label,#7FC97F
NC_011083,label,#7FC97F
NC_011094,label,#7FC97F
NC_011094,label,#7FC97F
NC_011094,label,#7FC97F
NC_011094,label,#7FC97F
NC_011094,label,#7FC97F
NC_011145,label,#7FC97F
NC_011146,label,#7FC97F
NC_011146,label,#7FC97F
NC_011149,label,#7FC97F
NC_011149,label,#7FC97F
NC_011149,label,#7FC97F
NC_011205,label,#7FC97F
NC_011205,label,#7FC97F
NC_011365,label,#7FC97F
NC_011365,label,#7FC97F
NC_011365,label,#7FC97F
NC_011365,label,#7FC97F
NC_011369,label,#7FC97F
NC_011369,label,#7FC97F
NC_011369,label,#7FC97F
NC_011369,label,#7FC97F
NC_011369,label,#7FC97F
NC_011658,label,#E6AB02
NC_011658,label,#E6AB02
NC_011658,label,#E6AB02
NC_011658,label,#E6AB02
NC_011658,label,#E6AB02
NC_011658,label,#E6AB02
NC_011658,label,#E6AB02
NC_011660,label,#E6AB02
NC_011662,label,#7FC97F
NC_011662,label,#7FC97F
NC_011666,label,#7FC97F
NC_011666,label,#7FC97F
NC_011725,label,#E6AB02
NC_011725,label,#E6AB02
NC_011725,label,#E6AB02
NC_011726,label,#B3CDE3
NC_011726,label,#B3CDE3
NC_011726,label,#B3CDE3
NC_011726,label,#B3CDE3
NC_011726,label,#B3CDE3
NC_011726,label,#B3CDE3
NC_011729,label,#B3CDE3
NC_011729,label,#B3CDE3
NC_011729,label,#B3CDE3
NC_011729,label,#B3CDE3
NC_011729,label,#B3CDE3
NC_011729,label,#B3CDE3
NC_011729,label,#B3CDE3
NC_011729,label,#B3CDE3
NC_011757,label,#7FC97F
NC_011757,label,#7FC97F
NC_011757,label,#7FC97F
NC_011757,label,#7FC97F
NC_011757,label,#7FC97F
NC_011757,label,#7FC97F
NC_011757,label,#7FC97F
NC_011761,label,#7FC97F
NC_011769,label,#7FC97F
NC_011770,label,#7FC97F
NC_011770,label,#7FC97F
NC_011772,label,#E6AB02
NC_011772,label,#E6AB02
NC_011772,label,#E6AB02
NC_011772,label,#E6AB02
NC_011772,label,#E6AB02
NC_011773,label,#E6AB02
NC_011773,label,#E6AB02
NC_011773,label,#E6AB02
NC_011773,label,#E6AB02
NC_011773,label,#E6AB02
NC_011773,label,#E6AB02
NC_011773,label,#E6AB02
NC_011830,label,#E6AB02
NC_011830,label,#E6AB02
NC_011830,label,#E6AB02
NC_011830,label,#E6AB02
NC_011830,label,#E6AB02
NC_011837,label,#E6AB02
NC_011837,label,#E6AB02
NC_011852,label,#7FC97F
NC_011884,label,#B3CDE3
NC_011884,label,#B3CDE3
NC_011884,label,#B3CDE3
NC_011884,label,#B3CDE3
NC_011886,label,#F4CAE4
NC_011886,label,#F4CAE4
NC_011886,label,#F4CAE4
NC_011891,label,#7FC97F
NC_011894,label,#7FC97F
NC_011894,label,#7FC97F
NC_011894,label,#7FC97F
NC_011894,label,#7FC97F
NC_011894,label,#7FC97F
NC_011894,label,#7FC97F
NC_011894,label,#7FC97F
NC_011894,label,#7FC97F
NC_011894,label,#7FC97F
NC_011894,label,#7FC97F
NC_011898,label,#E6AB02
NC_011958,label,#7FC97F
NC_011958,label,#7FC97F
NC_011958,label,#7FC97F
NC_011958,label,#7FC97F
NC_011963,label,#7FC97F
NC_011963,label,#7FC97F
NC_011963,label,#7FC97F
NC_011963,label,#7FC97F
NC_011969,label,#E6AB02
NC_011969,label,#E6AB02
NC_011969,label,#E6AB02
NC_011969,label,#E6AB02
NC_011969,label,#E6AB02
NC_011979,label,#7FC97F
NC_011985,label,#7FC97F
NC_011985,label,#7FC97F
NC_011985,label,#7FC97F
NC_011985,label,#7FC97F
NC_011985,label,#7FC97F
NC_011985,label,#7FC97F
NC_011988,label,#7FC97F
NC_011988,label,#7FC97F
NC_011988,label,#7FC97F
NC_011988,label,#7FC97F
NC_011988,label,#7FC97F
NC_011988,label,#7FC97F
NC_011988,label,#7FC97F
NC_011988,label,#7FC97F
NC_011989,label,#7FC97F
NC_011989,label,#7FC97F
NC_011989,label,#7FC97F
NC_011989,label,#7FC97F
NC_011989,label,#7FC97F
NC_011989,label,#7FC97F
NC_011989,label,#7FC97F
NC_011989,label,#7FC97F
NC_011992,label,#7FC97F
NC_011992,label,#7FC97F
NC_011992,label,#7FC97F
NC_011992,label,#7FC97F
NC_012004,label,#E6AB02
NC_012039,label,#7FC97F
NC_012039,label,#7FC97F
NC_012207,label,#F4CAE4
NC_012207,label,#F4CAE4
NC_012214,label,#7FC97F
NC_012214,label,#7FC97F
NC_012214,label,#7FC97F
NC_012214,label,#7FC97F
NC_012214,label,#7FC97F
NC_012438,label,#DECBE4
NC_012438,label,#DECBE4
NC_012472,label,#E6AB02
NC_012472,label,#E6AB02
NC_012472,label,#E6AB02
NC_012472,label,#E6AB02
NC_012483,label,#FDB462
NC_012483,label,#FDB462
NC_012488,label,#E6AB02
NC_012489,label,#B3DE69
NC_012489,label,#B3DE69
NC_012489,label,#B3DE69
NC_012491,label,#E6AB02
NC_012491,label,#E6AB02
NC_012491,label,#E6AB02
NC_012522,label,#F4CAE4
NC_012522,label,#F4CAE4
NC_012522,label,#F4CAE4
NC_012522,label,#F4CAE4
NC_012522,label,#F4CAE4
NC_012522,label,#F4CAE4
NC_012522,label,#F4CAE4
NC_012522,label,#F4CAE4
NC_012522,label,#F4CAE4
NC_012522,label,#F4CAE4
NC_012526,label,#E31A1C
NC_012526,label,#E31A1C
NC_012526,label,#E31A1C
NC_012526,label,#E31A1C
NC_012560,label,#7FC97F
NC_012560,label,#7FC97F
NC_012560,label,#7FC97F
NC_012563,label,#E6AB02
NC_012563,label,#E6AB02
NC_012658,label,#E6AB02
NC_012658,label,#E6AB02
NC_012658,label,#E6AB02
NC_012659,label,#E6AB02
NC_012659,label,#E6AB02
NC_012659,label,#E6AB02
NC_012659,label,#E6AB02
NC_012659,label,#E6AB02
NC_012660,label,#7FC97F
NC_012660,label,#7FC97F
NC_012669,label,#F4CAE4
NC_012673,label,#E6AB02
NC_012721,label,#7FC97F
NC_012721,label,#7FC97F
NC_012721,label,#7FC97F
NC_012721,label,#7FC97F
NC_012721,label,#7FC97F
NC_012721,label,#7FC97F
NC_012721,label,#7FC97F
NC_012721,label,#7FC97F
NC_012724,label,#7FC97F
NC_012724,label,#7FC97F
NC_012724,label,#7FC97F
NC_012724,label,#7FC97F
NC_012724,label,#7FC97F
NC_012724,label,#7FC97F
NC_012724,label,#7FC97F
NC_012724,label,#7FC97F
NC_012731,label,#7FC97F
NC_012731,label,#7FC97F
NC_012731,label,#7FC97F
NC_012731,label,#7FC97F
NC_012778,label,#E6AB02
NC_012778,label,#E6AB02
NC_012778,label,#E6AB02
NC_012791,label,#7FC97F
NC_012791,label,#7FC97F
NC_012791,label,#7FC97F
NC_012791,label,#7FC97F
NC_012796,label,#7FC97F
NC_012796,label,#7FC97F
NC_012796,label,#7FC97F
NC_012803,label,#F4CAE4
NC_012850,label,#7FC97F
NC_012850,label,#7FC97F
NC_012850,label,#7FC97F
NC_012850,label,#7FC97F
NC_012850,label,#7FC97F
NC_012850,label,#7FC97F
NC_012856,label,#7FC97F
NC_012856,label,#7FC97F
NC_012856,label,#7FC97F
NC_012856,label,#7FC97F
NC_012856,label,#7FC97F
NC_012856,label,#7FC97F
NC_012856,label,#7FC97F
NC_012856,label,#7FC97F
NC_012857,label,#7FC97F
NC_012857,label,#7FC97F
NC_012857,label,#7FC97F
NC_012857,label,#7FC97F
NC_012857,label,#7FC97F
NC_012857,label,#7FC97F
NC_012857,label,#7FC97F
NC_012857,label,#7FC97F
NC_012881,label,#7FC97F
NC_012881,label,#7FC97F
NC_012917,label,#7FC97F
NC_012918,label,#7FC97F
NC_012918,label,#7FC97F
NC_012947,label,#7FC97F
NC_012947,label,#7FC97F
NC_012947,label,#7FC97F
NC_012967,label,#7FC97F
NC_012967,label,#7FC97F
NC_012967,label,#7FC97F
NC_012971,label,#7FC97F
NC_012971,label,#7FC97F
NC_012971,label,#7FC97F
NC_012988,label,#7FC97F
NC_012988,label,#7FC97F
NC_012988,label,#7FC97F
NC_012988,label,#7FC97F
NC_012988,label,#7FC97F
NC_012988,label,#7FC97F
NC_012988,label,#7FC97F
NC_012988,label,#7FC97F
NC_012988,label,#7FC97F
NC_013016,label,#7FC97F
NC_013061,label,black
NC_013061,label,black
NC_013062,label,black
NC_013118,label,#7FC97F
NC_013118,label,#7FC97F
NC_013119,label,#7FC97F
NC_013119,label,#7FC97F
NC_013131,label,#F4CAE4
NC_013132,label,black
NC_013132,label,black
NC_013132,label,black
NC_013159,label,#F4CAE4
NC_013161,label,#B3CDE3
NC_013161,label,#B3CDE3
NC_013161,label,#B3CDE3
NC_013161,label,#B3CDE3
NC_013161,label,#B3CDE3
NC_013161,label,#B3CDE3
NC_013161,label,#B3CDE3
NC_013173,label,#7FC97F
NC_013173,label,#7FC97F
NC_013194,label,#7FC97F
NC_013194,label,#7FC97F
NC_013194,label,#7FC97F
NC_013194,label,#7FC97F
NC_013194,label,#7FC97F
NC_013209,label,#7FC97F
NC_013209,label,#7FC97F
NC_013209,label,#7FC97F
NC_013209,label,#7FC97F
NC_013209,label,#7FC97F
NC_013209,label,#7FC97F
NC_013209,label,#7FC97F
NC_013355,label,#7FC97F
NC_013355,label,#7FC97F
NC_013355,label,#7FC97F
NC_013355,label,#7FC97F
NC_013355,label,#7FC97F
NC_013355,label,#7FC97F
NC_013421,label,#7FC97F
NC_013446,label,#7FC97F
NC_013446,label,#7FC97F
NC_013446,label,#7FC97F
NC_013446,label,#7FC97F
NC_013446,label,#7FC97F
NC_013510,label,#F4CAE4
NC_013512,label,#7FC97F
NC_013525,label,#A65628
NC_013525,label,#A65628
NC_013530,label,#F4CAE4
NC_013530,label,#F4CAE4
NC_013552,label,#999999
NC_013552,label,#999999
NC_013552,label,#999999
NC_013592,label,#7FC97F
NC_013592,label,#7FC97F
NC_013592,label,#7FC97F
NC_013595,label,#F4CAE4
NC_013595,label,#F4CAE4
NC_013722,label,#7FC97F
NC_013722,label,#7FC97F
NC_013722,label,#7FC97F
NC_013722,label,#7FC97F
NC_013729,label,#F4CAE4
NC_013729,label,#F4CAE4
NC_013766,label,#E6AB02
NC_013766,label,#E6AB02
NC_013768,label,#E6AB02
NC_013791,label,#E6AB02
NC_013791,label,#E6AB02
NC_013791,label,#E6AB02
NC_013791,label,#E6AB02
NC_013850,label,#7FC97F
NC_013850,label,#7FC97F
NC_013850,label,#7FC97F
NC_013854,label,#7FC97F
NC_013854,label,#7FC97F
NC_013854,label,#7FC97F
NC_013854,label,#7FC97F
NC_013854,label,#7FC97F
NC_013854,label,#7FC97F
NC_013854,label,#7FC97F
NC_013854,label,#7FC97F
NC_013854,label,#7FC97F
NC_013861,label,#7FC97F
NC_013861,label,#7FC97F
NC_013890,label,#999999
NC_013890,label,#999999
NC_013890,label,#999999
NC_013891,label,#E6AB02
NC_013892,label,#7FC97F
NC_013921,label,#E6AB02
NC_013929,label,#F4CAE4
NC_013941,label,#7FC97F
NC_013941,label,#7FC97F
NC_013941,label,#7FC97F
NC_013941,label,#7FC97F
NC_013943,label,#CCCCCC
NC_013943,label,#CCCCCC
NC_013943,label,#CCCCCC
NC_013947,label,#F4CAE4
NC_013947,label,#F4CAE4
NC_013947,label,#F4CAE4
NC_013947,label,#F4CAE4
NC_013947,label,#F4CAE4
NC_013961,label,#7FC97F
NC_013961,label,#7FC97F
NC_013971,label,#7FC97F
NC_013971,label,#7FC97F
NC_013971,label,#7FC97F
NC_014006,label,#7FC97F
NC_014006,label,#7FC97F
NC_014006,label,#7FC97F
NC_014006,label,#7FC97F
NC_014006,label,#7FC97F
NC_014006,label,#7FC97F
NC_014006,label,#7FC97F
NC_014006,label,#7FC97F
NC_014013,label,#7FC97F
NC_014013,label,#7FC97F
NC_014013,label,#7FC97F
NC_014013,label,#7FC97F
NC_014013,label,#7FC97F
NC_014013,label,#7FC97F
NC_014013,label,#7FC97F
NC_014013,label,#7FC97F
NC_014019,label,#E6AB02
NC_014019,label,#E6AB02
NC_014019,label,#E6AB02
NC_014019,label,#E6AB02
NC_014019,label,#E6AB02
NC_014019,label,#E6AB02
NC_014019,label,#E6AB02
NC_014019,label,#E6AB02
NC_014019,label,#E6AB02
NC_014019,label,#E6AB02
NC_014019,label,#E6AB02
NC_014034,label,#7FC97F
NC_014034,label,#7FC97F
NC_014100,label,#7FC97F
NC_014100,label,#7FC97F
NC_014100,label,#7FC97F
NC_014100,label,#7FC97F
NC_014100,label,#7FC97F
NC_014100,label,#7FC97F
NC_014103,label,#E6AB02
NC_014103,label,#E6AB02
NC_014103,label,#E6AB02
NC_014117,label,#7FC97F
NC_014117,label,#7FC97F
NC_014117,label,#7FC97F
NC_014117,label,#7FC97F
NC_014117,label,#7FC97F
NC_014118,label,#7FC97F
NC_014118,label,#7FC97F
NC_014118,label,#7FC97F
NC_014118,label,#7FC97F
NC_014118,label,#7FC97F
NC_014125,label,#7FC97F
NC_014145,label,#7FC97F
NC_014145,label,#7FC97F
NC_014145,label,#7FC97F
NC_014145,label,#7FC97F
NC_014145,label,#7FC97F
NC_014151,label,#F4CAE4
NC_014151,label,#F4CAE4
NC_014153,label,#7FC97F
NC_014153,label,#7FC97F
NC_014153,label,#7FC97F
NC_014153,label,#7FC97F
NC_014158,label,#F4CAE4
NC_014158,label,#F4CAE4
NC_014158,label,#F4CAE4
NC_014166,label,#7FC97F
NC_014166,label,#7FC97F
NC_014171,label,#E6AB02
NC_014171,label,#E6AB02
NC_014171,label,#E6AB02
NC_014171,label,#E6AB02
NC_014171,label,#E6AB02
NC_014210,label,#F4CAE4
NC_014210,label,#F4CAE4
NC_014211,label,#F4CAE4
NC_014211,label,#F4CAE4
NC_014215,label,#F4CAE4
NC_014217,label,#7FC97F
NC_014217,label,#7FC97F
NC_014217,label,#7FC97F
NC_014228,label,#7FC97F
NC_014228,label,#7FC97F
NC_014259,label,#7FC97F
NC_014259,label,#7FC97F
NC_014307,label,#7FC97F
NC_014311,label,#7FC97F
NC_014311,label,#7FC97F
NC_014313,label,#7FC97F
NC_014313,label,#7FC97F
NC_014313,label,#7FC97F
NC_014314,label,#999999
NC_014314,label,#999999
NC_014319,label,#E6AB02
NC_014328,label,#E6AB02
NC_014328,label,#E6AB02
NC_014330,label,#F0027F
NC_014364,label,#F0027F
NC_014365,label,#7FC97F
NC_014365,label,#7FC97F
NC_014393,label,#E6AB02
NC_014394,label,#7FC97F
NC_014394,label,#7FC97F
NC_014479,label,#E6AB02
NC_014479,label,#E6AB02
NC_014483,label,#E6AB02
NC_014483,label,#E6AB02
NC_014500,label,#7FC97F
NC_014500,label,#7FC97F
NC_014501,label,#B3CDE3
NC_014501,label,#B3CDE3
NC_014501,label,#B3CDE3
NC_014501,label,#B3CDE3
NC_014501,label,#B3CDE3
NC_014501,label,#B3CDE3
NC_014501,label,#B3CDE3
NC_014532,label,#7FC97F
NC_014538,label,#E6AB02
NC_014551,label,#E6AB02
NC_014551,label,#E6AB02
NC_014614,label,#E6AB02
NC_014614,label,#E6AB02
NC_014618,label,#7FC97F
NC_014618,label,#7FC97F
NC_014618,label,#7FC97F
NC_014618,label,#7FC97F
NC_014622,label,#E6AB02
NC_014622,label,#E6AB02
NC_014623,label,#7FC97F
NC_014625,label,#7FC97F
NC_014625,label,#7FC97F
NC_014625,label,#7FC97F
NC_014632,label,#66A61E
NC_014632,label,#66A61E
NC_014632,label,#66A61E
NC_014639,label,#E6AB02
NC_014639,label,#E6AB02
NC_014640,label,#7FC97F
NC_014640,label,#7FC97F
NC_014640,label,#7FC97F
NC_014640,label,#7FC97F
NC_014640,label,#7FC97F
NC_014640,label,#7FC97F
NC_014640,label,#7FC97F
NC_014640,label,#7FC97F
NC_014654,label,#E6AB02
NC_014655,label,black
NC_014659,label,#F4CAE4
NC_014659,label,#F4CAE4
NC_014659,label,#F4CAE4
NC_014666,label,#F4CAE4
NC_014722,label,#7FC97F
NC_014722,label,#7FC97F
NC_014722,label,#7FC97F
NC_014733,label,#7FC97F
NC_014733,label,#7FC97F
NC_014734,label,black
NC_014734,label,black
NC_014815,label,#F4CAE4
NC_014815,label,#F4CAE4
NC_014816,label,#7FC97F
NC_014816,label,#7FC97F
NC_014816,label,#7FC97F
NC_014816,label,#7FC97F
NC_014816,label,#7FC97F
NC_014816,label,#7FC97F
NC_014817,label,#7FC97F
NC_014817,label,#7FC97F
NC_014817,label,#7FC97F
NC_014817,label,#7FC97F
NC_014817,label,#7FC97F
NC_014817,label,#7FC97F
NC_014829,label,#E6AB02
NC_014829,label,#E6AB02
NC_014831,label,#E6AB02
NC_014833,label,#E6AB02
NC_014833,label,#E6AB02
NC_014833,label,#E6AB02
NC_014833,label,#E6AB02
NC_014833,label,#E6AB02
NC_014834,label,#7FC97F
NC_014834,label,#7FC97F
NC_014834,label,#7FC97F
NC_014834,label,#7FC97F
NC_014844,label,#7FC97F
NC_014844,label,#7FC97F
NC_014910,label,#7FC97F
NC_014910,label,#7FC97F
NC_014910,label,#7FC97F
NC_014924,label,#7FC97F
NC_014924,label,#7FC97F
NC_014924,label,#7FC97F
NC_014958,label,#E31A1C
NC_014963,label,#FDB462
NC_014963,label,#FDB462
NC_014972,label,#7FC97F
NC_014972,label,#7FC97F
NC_014972,label,#7FC97F
NC_014972,label,#7FC97F
NC_014973,label,#7FC97F
NC_014973,label,#7FC97F
NC_014976,label,#E6AB02
NC_014976,label,#E6AB02
NC_014976,label,#E6AB02
NC_014976,label,#E6AB02
NC_015061,label,#7FC97F
NC_015061,label,#7FC97F
NC_015061,label,#7FC97F
NC_015061,label,#7FC97F
NC_015136,label,#7FC97F
NC_015136,label,#7FC97F
NC_015136,label,#7FC97F
NC_015137,label,#7FC97F
NC_015137,label,#7FC97F
NC_015137,label,#7FC97F
NC_015145,label,#F4CAE4
NC_015145,label,#F4CAE4
NC_015145,label,#F4CAE4
NC_015161,label,#E31A1C
NC_015161,label,#E31A1C
NC_015161,label,#E31A1C
NC_015161,label,#E31A1C
NC_015161,label,#E31A1C
NC_015167,label,black
NC_015167,label,black
NC_015177,label,black
NC_015177,label,black
NC_015222,label,#7FC97F
NC_015222,label,#7FC97F
NC_015222,label,#7FC97F
NC_015222,label,#7FC97F
NC_015222,label,#7FC97F
NC_015312,label,#F4CAE4
NC_015312,label,#F4CAE4
NC_015312,label,#F4CAE4
NC_015312,label,#F4CAE4
NC_015376,label,#7FC97F
NC_015376,label,#7FC97F
NC_015376,label,#7FC97F
NC_015376,label,#7FC97F
NC_015376,label,#7FC97F
NC_015376,label,#7FC97F
NC_015376,label,#7FC97F
NC_015379,label,#7FC97F
NC_015379,label,#7FC97F
NC_015381,label,#7FC97F
NC_015381,label,#7FC97F
NC_015381,label,#7FC97F
NC_015381,label,#7FC97F
NC_015381,label,#7FC97F
NC_015381,label,#7FC97F
NC_015381,label,#7FC97F
NC_015425,label,#E6AB02
NC_015425,label,#E6AB02
NC_015425,label,#E6AB02
NC_015425,label,#E6AB02
NC_015425,label,#E6AB02
NC_015425,label,#E6AB02
NC_015433,label,#E6AB02
NC_015460,label,#7FC97F
NC_015460,label,#7FC97F
NC_015460,label,#7FC97F
NC_015520,label,#E6AB02
NC_015563,label,#7FC97F
NC_015563,label,#7FC97F
NC_015565,label,#E6AB02
NC_015565,label,#E6AB02
NC_015567,label,#7FC97F
NC_015567,label,#7FC97F
NC_015567,label,#7FC97F
NC_015573,label,#E6AB02
NC_015573,label,#E6AB02
NC_015573,label,#E6AB02
NC_015573,label,#E6AB02
NC_015577,label,#F0027F
NC_015578,label,#F0027F
NC_015580,label,#7FC97F
NC_015580,label,#7FC97F
NC_015580,label,#7FC97F
NC_015580,label,#7FC97F
NC_015580,label,#7FC97F
NC_015580,label,#7FC97F
NC_015589,label,#E6AB02
NC_015589,label,#E6AB02
NC_015589,label,#E6AB02
NC_015590,label,#7FC97F
NC_015590,label,#7FC97F
NC_015590,label,#7FC97F
NC_015590,label,#7FC97F
NC_015590,label,#7FC97F
NC_015593,label,#7FC97F
NC_015593,label,#7FC97F
NC_015593,label,#7FC97F
NC_015593,label,#7FC97F
NC_015594,label,#7FC97F
NC_015594,label,#7FC97F
NC_015594,label,#7FC97F
NC_015594,label,#7FC97F
NC_015601,label,#E6AB02
NC_015634,label,#E6AB02
NC_015634,label,#E6AB02
NC_015635,label,#F4CAE4
NC_015635,label,#F4CAE4
NC_015635,label,#F4CAE4
NC_015656,label,#F4CAE4
NC_015656,label,#F4CAE4
NC_015656,label,#F4CAE4
NC_015675,label,#7FC97F
NC_015677,label,#7FC97F
NC_015683,label,#F4CAE4
NC_015684,label,#7FC97F
NC_015684,label,#7FC97F
NC_015684,label,#7FC97F
NC_015684,label,#7FC97F
NC_015684,label,#7FC97F
NC_015684,label,#7FC97F
NC_015684,label,#7FC97F
NC_015684,label,#7FC97F
NC_015687,label,#E6AB02
NC_015687,label,#E6AB02
NC_015687,label,#E6AB02
NC_015690,label,#E6AB02
NC_015690,label,#E6AB02
NC_015690,label,#E6AB02
NC_015690,label,#E6AB02
NC_015696,label,#7FC97F
NC_015696,label,#7FC97F
NC_015696,label,#7FC97F
NC_015707,label,#FFFFCC
NC_015707,label,#FFFFCC
NC_015717,label,#7FC97F
NC_015717,label,#7FC97F
NC_015723,label,#7FC97F
NC_015723,label,#7FC97F
NC_015723,label,#7FC97F
NC_015723,label,#7FC97F
NC_015723,label,#7FC97F
NC_015726,label,#7FC97F
NC_015726,label,#7FC97F
NC_015726,label,#7FC97F
NC_015726,label,#7FC97F
NC_015726,label,#7FC97F
NC_015733,label,#7FC97F
NC_015733,label,#7FC97F
NC_015733,label,#7FC97F
NC_015734,label,#E6AB02
NC_015758,label,#F4CAE4
NC_015758,label,#F4CAE4
NC_015846,label,black
NC_015856,label,#7FC97F
NC_015856,label,#7FC97F
NC_015856,label,#7FC97F
NC_015857,label,#7FC97F
NC_015857,label,#7FC97F
NC_015858,label,#7FC97F
NC_015858,label,#7FC97F
NC_015859,label,#F4CAE4
NC_015942,label,#7FC97F
NC_015942,label,#7FC97F
NC_015947,label,#7FC97F
NC_015947,label,#7FC97F
NC_015953,label,#F4CAE4
NC_015953,label,#F4CAE4
NC_015957,label,#F4CAE4
NC_015957,label,#F4CAE4
NC_015957,label,#F4CAE4
NC_015957,label,#F4CAE4
NC_015976,label,#7FC97F
NC_015976,label,#7FC97F
NC_015976,label,#7FC97F
NC_015976,label,#7FC97F
NC_015976,label,#7FC97F
NC_016001,label,black
NC_016001,label,black
NC_016002,label,#7FC97F
NC_016002,label,#7FC97F
NC_016023,label,#E6AB02
NC_016023,label,#E6AB02
NC_016024,label,#FDB462
NC_016024,label,#FDB462
NC_016026,label,#7FC97F
NC_016047,label,#E6AB02
NC_016047,label,#E6AB02
NC_016109,label,#F4CAE4
NC_016111,label,#F4CAE4
NC_016111,label,#F4CAE4
NC_016111,label,#F4CAE4
NC_016111,label,#F4CAE4
NC_016114,label,#F4CAE4
NC_016114,label,#F4CAE4
NC_016114,label,#F4CAE4
NC_016147,label,#7FC97F
NC_016147,label,#7FC97F
NC_016147,label,#7FC97F
NC_016147,label,#7FC97F
NC_016148,label,#FF7F00
NC_016148,label,#FF7F00
NC_016148,label,#FF7F00
NC_016510,label,black
NC_016514,label,#7FC97F
NC_016514,label,#7FC97F
NC_016514,label,#7FC97F
NC_016514,label,#7FC97F
NC_016582,label,#F4CAE4
NC_016584,label,#E6AB02
NC_016589,label,#7FC97F
NC_016589,label,#7FC97F
NC_016589,label,#7FC97F
NC_016589,label,#7FC97F
NC_016589,label,#7FC97F
NC_016589,label,#7FC97F
NC_016589,label,#7FC97F
NC_016589,label,#7FC97F
NC_016590,label,#7FC97F
NC_016590,label,#7FC97F
NC_016590,label,#7FC97F
NC_016590,label,#7FC97F
NC_016590,label,#7FC97F
NC_016590,label,#7FC97F
NC_016590,label,#7FC97F
NC_016590,label,#7FC97F
NC_016604,label,#F4CAE4
NC_016604,label,#F4CAE4
NC_016604,label,#F4CAE4
NC_016609,label,black
NC_016612,label,#7FC97F
NC_016616,label,#7FC97F
NC_016617,label,#7FC97F
NC_016617,label,#7FC97F
NC_016617,label,#7FC97F
NC_016617,label,#7FC97F
NC_016617,label,#7FC97F
NC_016617,label,#7FC97F
NC_016617,label,#7FC97F
NC_016620,label,#7FC97F
NC_016620,label,#7FC97F
NC_016620,label,#7FC97F
NC_016622,label,#7FC97F
NC_016622,label,#7FC97F
NC_016622,label,#7FC97F
NC_016622,label,#7FC97F
NC_016622,label,#7FC97F
NC_016622,label,#7FC97F
NC_016622,label,#7FC97F
NC_016622,label,#7FC97F
NC_016625,label,#7FC97F
NC_016625,label,#7FC97F
NC_016625,label,#7FC97F
NC_016625,label,#7FC97F
NC_016625,label,#7FC97F
NC_016625,label,#7FC97F
NC_016625,label,#7FC97F
NC_016625,label,#7FC97F
NC_016627,label,#E6AB02
NC_016627,label,#E6AB02
NC_016627,label,#E6AB02
NC_016627,label,#E6AB02
NC_016629,label,#7FC97F
NC_016629,label,#7FC97F
NC_016631,label,#FDB462
NC_016631,label,#FDB462
NC_016641,label,#E6AB02
NC_016641,label,#E6AB02
NC_016771,label,#E6AB02
NC_016771,label,#E6AB02
NC_016771,label,#E6AB02
NC_016771,label,#E6AB02
NC_016771,label,#E6AB02
NC_016771,label,#E6AB02
NC_016771,label,#E6AB02
NC_016771,label,#E6AB02
NC_016779,label,#E6AB02
NC_016779,label,#E6AB02
NC_016779,label,#E6AB02
NC_016779,label,#E6AB02
NC_016779,label,#E6AB02
NC_016779,label,#E6AB02
NC_016779,label,#E6AB02
NC_016784,label,#E6AB02
NC_016784,label,#E6AB02
NC_016790,label,#F4CAE4
NC_016800,label,#F4CAE4
NC_016800,label,#F4CAE4
NC_016801,label,#F4CAE4
NC_016811,label,#7FC97F
NC_016812,label,#7FC97F
NC_016812,label,#7FC97F
NC_016812,label,#7FC97F
NC_016812,label,#7FC97F
NC_016812,label,#7FC97F
NC_016816,label,#7FC97F
NC_016816,label,#7FC97F
NC_016816,label,#7FC97F
NC_016816,label,#7FC97F
NC_016826,label,#E6AB02
NC_016826,label,#E6AB02
NC_016830,label,#7FC97F
NC_016830,label,#7FC97F
NC_016831,label,#7FC97F
NC_016832,label,#7FC97F
NC_016832,label,#7FC97F
NC_016854,label,#7FC97F
NC_016856,label,#7FC97F
NC_016856,label,#7FC97F
NC_016857,label,#7FC97F
NC_016857,label,#7FC97F
NC_016857,label,#7FC97F
NC_016857,label,#7FC97F
NC_016860,label,#7FC97F
NC_016860,label,#7FC97F
NC_016860,label,#7FC97F
