t.name,label,Color
BSU25790,label,#E6AB02
GSU2954,label,#7FC97F
Atu1491,label,#7FC97F
PCC7120DELTA_RS07340,label,#B3CDE3
MA_RS20585,label,#FB9A99
MM_RS03880,label,#FB9A99
BCE_RS15405,label,#E6AB02
BA_3197,label,#E6AB02
SO_0534,label,#7FC97F
CE_RS04500,label,#F4CAE4
bll3085,label,#7FC97F
BT_0803,label,black
BT_0114,label,black
BC3153,label,#E6AB02
CV_RS11925,label,#7FC97F
TX73_RS18145,label,#7FC97F
BAS2972,label,#E6AB02
BCE33L_RS15605,label,#E6AB02
NFA_RS12275,label,#F4CAE4
EB_RS13970,label,#7FC97F
TK_RS04160,label,#FB9A99
CGTRNA_RS07570,label,#F4CAE4
CGTRNA_RS01390,label,#F4CAE4
JK_RS10230,label,#F4CAE4
DARO_RS13500,label,#7FC97F
DARO_RS03625,label,#7FC97F
TFU_RS07695,label,#F4CAE4
MBAR_RS09050,label,#FB9A99
CBDB_RS04875,label,#999999
TBD_RS07115,label,#7FC97F
NWI_RS16235,label,#7FC97F
PLUT_RS08790,label,#1F78B4
GMET_RS02595,label,#7FC97F
DDE_RS12840,label,#7FC97F
GBAA_RS15640,label,#E6AB02
Moth_2208,label,#E6AB02
ADEH_RS05240,label,#7FC97F
CYA_RS08110,label,#B3CDE3
RPB_RS09920,label,#7FC97F
DSY_RS24920,label,#E6AB02
DSY_RS24505,label,#E6AB02
DSY_RS22005,label,#E6AB02
RPC_RS03100,label,#7FC97F
RPD_RS17185,label,#7FC97F
RMET_RS01675,label,#7FC97F
ACID345_RS15255,label,#FDB462
MMCS_RS22780,label,#F4CAE4
MESO_RS03380,label,#7FC97F
CHU_RS07385,label,black
RHA1_RS16340,label,#F4CAE4
H16_RS10890,label,#7FC97F
RPE_RS18300,label,#7FC97F
ACID_RS22495,label,#FDB462
ARTH_RS01100,label,#F4CAE4
MAV_RS07145,label,#F4CAE4
PPRO_RS04120,label,#7FC97F
CPHA266_RS02435,label,#1F78B4
NOCA_RS20415,label,#F4CAE4
SAMA_RS07690,label,#7FC97F
AZO_RS11880,label,#7FC97F
MKMS_RS23025,label,#F4CAE4
MAQU_RS18530,label,#7FC97F
PNAP_RS12940,label,#7FC97F
AJS_RS12545,label,#7FC97F
AJS_RS06445,label,#7FC97F
MPE_RS11830,label,#7FC97F
MPE_RS07985,label,#7FC97F
CTHE_RS05760,label,#E6AB02
MJLS_RS24520,label,#F4CAE4
MJLS_RS07205,label,#F4CAE4
SACE_RS24815,label,#F4CAE4
GTNG_RS08390,label,#E6AB02
MFLV_RS17405,label,#F4CAE4
MFLV_RS08310,label,#F4CAE4
CGR_RS08190,label,#F4CAE4
CGR_RS01775,label,#F4CAE4
RSPH17025_RS07150,label,#7FC97F
PST_RS10600,label,#7FC97F
PST_RS01215,label,#7FC97F
PMEN_RS07620,label,#7FC97F
FJOH_RS22865,label,black
FJOH_RS16020,label,black
FJOH_RS15510,label,black
DEHABAV1_RS05525,label,#999999
RCI_RS06860,label,#FB9A99
GURA_RS02395,label,#7FC97F
TBFG_RS14035,label,#F4CAE4
CBEI_RS10955,label,#E6AB02
KRAD_RS08615,label,#F4CAE4
BCER98_RS08365,label,#E6AB02
ANAE109_RS18705,label,#7FC97F
CLC_0813,label,#E6AB02
XAUT_RS20030,label,#7FC97F
XAUT_RS04390,label,#7FC97F
DOLE_RS14840,label,#7FC97F
CPHY_RS11120,label,#E6AB02
DACI_RS02460,label,#7FC97F
BMUL_RS11720,label,#7FC97F
BPET_RS23075,label,#7FC97F
BPET_RS05205,label,#7FC97F
MEXT_RS19395,label,#7FC97F
BCERKBAB4_RS14790,label,#E6AB02
FPHI_RS09405,label,#7FC97F
HM1_RS05420,label,#E6AB02
CAUL_RS08895,label,#7FC97F
PPUTW619_RS26115,label,#7FC97F
M446_RS02545,label,#7FC97F
LCHO_RS15575,label,#7FC97F
OTER_RS18535,label,#666666
SGR_RS08555,label,#F4CAE4
BIND_RS10815,label,#7FC97F
LEPBI_RS14075,label,#F0027F
KRH_RS00295,label,#F4CAE4
NPUN_RS32975,label,#B3CDE3
BPHYT_RS00975,label,#7FC97F
MPOP_RS20070,label,#7FC97F
MINF_RS07020,label,#666666
GLOV_RS05690,label,#7FC97F
LBF_RS14105,label,#F0027F
SMLT_RS11620,label,#7FC97F
SMLT_RS00820,label,#7FC97F
RPAL_RS20145,label,#7FC97F
SMAL_RS10125,label,#7FC97F
SNSL254_RS11440,label,#7FC97F
ANAEK_RS20185,label,#7FC97F
GBEM_RS11775,label,#7FC97F
BCAH187_RS15665,label,#E6AB02
TMZ1T_RS09180,label,#7FC97F
MSIL_RS00540,label,#7FC97F
BCB4264_RS15695,label,#E6AB02
PCC8801_RS11315,label,#B3CDE3
PCC7424_RS16400,label,#B3CDE3
MCHL_RS20275,label,#7FC97F
MCHL_RS05040,label,#7FC97F
BCG9842_RS15510,label,#E6AB02
BCAH820_RS15960,label,#E6AB02
DHAF_RS06085,label,#E6AB02
MPAL_RS12845,label,#FB9A99
CYAN7425_RS02285,label,#B3CDE3
A2CP1_RS05405,label,#7FC97F
CCEL_RS13830,label,#E6AB02
RSKD131_RS05070,label,#7FC97F
BCQ_RS15165,label,#E6AB02
GEOB_RS11020,label,#7FC97F
ARAD_RS06125,label,#7FC97F
DTPSY_RS06740,label,#7FC97F
JTY_RS13745,label,#F4CAE4
BCA_RS16625,label,#E6AB02
ACP_RS16465,label,#FDB462
GAU_RS03590,label,#B3DE69
BBR47_RS16790,label,#E6AB02
ROP_RS14840,label,#F4CAE4
ROP_RS00080,label,#F4CAE4
AVIN_RS14030,label,#7FC97F
CLM_RS04235,label,#E6AB02
BAA_RS16155,label,#E6AB02
VAPAR_RS09745,label,#7FC97F
DMR_RS17480,label,#7FC97F
MLUT_RS21765,label,#F4CAE4
RPIC12D_RS03235,label,#7FC97F
DESAL_RS11070,label,#7FC97F
GM21_RS09330,label,#7FC97F
METD_RS22015,label,#7FC97F
METD_RS05945,label,#7FC97F
PHEP_RS15645,label,black
FIC_RS10590,label,black
CPIN_RS30240,label,black
CYAN8802_RS11390,label,#B3CDE3
DBAC_RS09570,label,#7FC97F
CAP2UW1_RS13315,label,#7FC97F
HMUK_RS08665,label,#FB9A99
DHCVS_RS04985,label,#999999
SROS_RS21825,label,#F4CAE4
HTUR_RS16955,label,#FB9A99
AZL_RS14715,label,#7FC97F
DEHALGT_RS04975,label,#999999
DACET_RS10665,label,#CCCCCC
SNAS_RS26585,label,#F4CAE4
SNAS_RS16910,label,#F4CAE4
MMAH_RS06385,label,#FB9A99
SJA_RS02010,label,#7FC97F
CSEG_RS12345,label,#7FC97F
CSEG_RS12040,label,#7FC97F
CFLA_RS18370,label,#F4CAE4
CFLA_RS01960,label,#F4CAE4
TPAU_RS11180,label,#F4CAE4
BMB171_RS15680,label,#E6AB02
NDAS_RS22210,label,#F4CAE4
SNOV_RS07925,label,#7FC97F
SNOV_RS06400,label,#7FC97F
AOLE_RS11450,label,#7FC97F
HDEN_RS11555,label,#7FC97F
DEHLY_RS07995,label,#999999
CLJU_RS07680,label,#E6AB02
BP951000_RS01380,label,#F0027F
DEBA_RS13185,label,#7FC97F
CLOCEL_RS05155,label,#E6AB02
GALF_RS11920,label,#7FC97F
CYAN7822_RS25915,label,#B3CDE3
CLOST_RS04100,label,#E6AB02
ILYOP_RS03995,label,#66A61E
AXYL_RS23460,label,#7FC97F
AXYL_RS05420,label,#7FC97F
LBYS_RS12360,label,black
REQ_RS02230,label,#F4CAE4
MPQ_RS05950,label,#7FC97F
PALPR_RS09040,label,black
ML5_RS23000,label,#F4CAE4
BCELL_RS01480,label,#E6AB02
RPDX1_RS08830,label,#7FC97F
DAES_RS13095,label,#7FC97F
PSESU_RS04360,label,#7FC97F
ACIPR4_RS13385,label,#FDB462
DESPR_RS14280,label,#7FC97F
DESPR_RS06350,label,#7FC97F
GM18_RS07645,label,#7FC97F
BSN5_RS03445,label,#E6AB02
BC1001_RS04090,label,#7FC97F
CELLY_RS00530,label,black
PEDSA_RS09470,label,black
METBO_RS09205,label,#FB9A99
PSED_RS12045,label,#F4CAE4
BGLA_RS18105,label,#7FC97F
DESCA_RS05300,label,#E6AB02
DESKU_RS01450,label,#E6AB02
