t.name,label,Color
b3502,label,#7FC97F
BSU36030,label,#E6AB02
BSU05340,label,#E6AB02
PA2278,label,#7FC97F
BH_RS15105,label,#E6AB02
TVG_RS01495,label,#FB9A99
BB_RS05935,label,#7FC97F
DET_RS04740,label,#999999
MAP_RS02475,label,#F4CAE4
LMOF2365_RS06555,label,#E6AB02
SAP1_RS38500,label,#F4CAE4
LIN_RS06835,label,#E6AB02
BCE_RS25620,label,#E6AB02
BA_5462,label,#E6AB02
PFL_RS16590,label,#7FC97F
PFL_RS11040,label,#7FC97F
OB_RS12445,label,#E6AB02
OB_RS10450,label,#E6AB02
blr5272,label,#7FC97F
ECA_RS07945,label,#7FC97F
BC5226,label,#E6AB02
TX73_RS17325,label,#7FC97F
TX73_RS11520,label,#7FC97F
PSPPH_RS18225,label,#7FC97F
PTO_RS00425,label,#FB9A99
BAS5075,label,#E6AB02
YPTB_RS04360,label,#7FC97F
STH_RS04595,label,#E6AB02
BCE33L_RS26200,label,#E6AB02
BLI_RS10500,label,#E6AB02
ABC_RS04430,label,#E6AB02
TK_RS04340,label,#FB9A99
SH_RS00910,label,#E6AB02
SH_RS00490,label,#E6AB02
SH_RS00460,label,#E6AB02
PSYC_RS04960,label,#7FC97F
CBDB_RS03635,label,#999999
PFL01_RS12120,label,#7FC97F
PFL01_RS11060,label,#7FC97F
GBAA_RS26630,label,#E6AB02
SBO_RS19325,label,#7FC97F
RHE_RS03030,label,#7FC97F
MFLA_RS07635,label,#7FC97F
CSAL_RS07545,label,#7FC97F
PCRYO_RS07465,label,#7FC97F
PSEEN_RS15280,label,#7FC97F
MMCS_RS23845,label,#F4CAE4
RXYL_RS05330,label,#F4CAE4
RXYL_RS05205,label,#F4CAE4
YPN_RS03995,label,#7FC97F
YPA_RS14620,label,#7FC97F
RHA1_RS05705,label,#F4CAE4
GBCGDNIH1_RS10850,label,#7FC97F
PA14_RS14295,label,#7FC97F
MAV_RS02780,label,#F4CAE4
MKMS_RS24085,label,#F4CAE4
AAVE_RS14190,label,#7FC97F
HHAL_RS01590,label,#7FC97F
MJLS_RS25595,label,#F4CAE4
GTNG_RS08115,label,#E6AB02
MFLV_RS07265,label,#F4CAE4
SPUTCN32_RS19890,label,#7FC97F
SPUTCN32_RS06210,label,#7FC97F
BRADO_RS15185,label,#7FC97F
DEHABAV1_RS04195,label,#999999
RCI_RS00520,label,#FB9A99
ACRY_RS16575,label,#7FC97F
PPUT_RS15230,label,#7FC97F
PSYCPRWF_RS05810,label,#7FC97F
TBFG_RS18910,label,#F4CAE4
KPN_RS17715,label,#7FC97F
MMA_RS13655,label,#7FC97F
RBAM_RS17905,label,#E6AB02
RBAM_RS16565,label,#E6AB02
SPRO_RS12275,label,#7FC97F
BPUM_RS20280,label,#E6AB02
SARE_RS10265,label,#F4CAE4
DACI_RS22070,label,#7FC97F
ACL_RS00700,label,#CCEBC5
BPET_RS13725,label,#7FC97F
MEXT_RS19910,label,#7FC97F
MEXT_RS09680,label,#7FC97F
BCERKBAB4_RS25175,label,#E6AB02
PPUTGB1_RS18535,label,#7FC97F
PPUTGB1_RS15595,label,#7FC97F
YPK_RS17160,label,#7FC97F
ECOLC_RS01125,label,#7FC97F
ECDH10B_RS18700,label,#7FC97F
PPUTW619_RS08710,label,#7FC97F
MRAD2831_RS52895,label,#7FC97F
MRAD2831_RS38805,label,#7FC97F
M446_RS09405,label,#7FC97F
PMI_RS10600,label,#7FC97F
EXIG_RS07400,label,#E6AB02
SGR_RS09905,label,#F4CAE4
BIND_RS15160,label,#7FC97F
YPTS_RS04225,label,#7FC97F
MPOP_RS21960,label,#7FC97F
MPOP_RS03470,label,#7FC97F
SYO3AOP1_RS04835,label,#DECBE4
SMLT_RS12260,label,#7FC97F
RPAL_RS19190,label,#7FC97F
SESA_RS04010,label,#7FC97F
GDIA_RS12770,label,#7FC97F
GDIA_RS05215,label,#7FC97F
BCAH187_RS26300,label,#E6AB02
LMHCC_RS06505,label,#E6AB02
BCB4264_RS26340,label,#E6AB02
MCHL_RS21060,label,#7FC97F
AFE_RS13130,label,#7FC97F
PLES_RS15685,label,#7FC97F
BCG9842_RS25850,label,#E6AB02
BCAH820_RS26440,label,#E6AB02
MNOD_RS11220,label,#7FC97F
BCQ_RS25580,label,#E6AB02
AVI_RS14005,label,#7FC97F
DTPSY_RS10715,label,#7FC97F
JTY_RS18685,label,#F4CAE4
SULAZ_RS03915,label,#DECBE4
BCA_RS27040,label,#E6AB02
ACP_RS10770,label,#FDB462
LM4B_RS06535,label,#E6AB02
BBR47_RS02720,label,#E6AB02
ROP_RS04400,label,#F4CAE4
BAA_RS27150,label,#E6AB02
PFLU_RS14435,label,#7FC97F
EAT1B_RS05115,label,#E6AB02
KP1_RS21410,label,#7FC97F
ECBD_RS01235,label,#7FC97F
ECB_RS17735,label,#7FC97F
ECD_RS17500,label,#7FC97F
METD_RS22545,label,#7FC97F
CACI_RS16685,label,#F4CAE4
CTCNB1_RS16140,label,#7FC97F
CTCNB1_RS12880,label,#7FC97F
SDEL_RS07710,label,#7FC97F
TTER_RS05530,label,#A65628
DHCVS_RS03800,label,#999999
DD586_RS11920,label,#7FC97F
VB87_RS10995,label,#7FC97F
KFLA_RS02325,label,#F4CAE4
LM5578_RS07140,label,#E6AB02
LM5923_RS06920,label,#E6AB02
BPOF4_RS14195,label,#E6AB02
KVAR_RS03805,label,#7FC97F
DEHALGT_RS03840,label,#999999
LSE_RS06050,label,#E6AB02
SCAB_RS04185,label,#F4CAE4
G2583_RS21760,label,#7FC97F
SNAS_RS18080,label,#F4CAE4
SNAS_RS03540,label,#F4CAE4
BMQ_RS09380,label,#E6AB02
BMQ_RS08470,label,#E6AB02
BMQ_RS05235,label,#E6AB02
BMD_RS09275,label,#E6AB02
BMD_RS05235,label,#E6AB02
THI_RS14500,label,#7FC97F
THI_RS10360,label,#7FC97F
TINT_RS09170,label,#7FC97F
ARNIT_RS03025,label,#7FC97F
BMB171_RS26065,label,#E6AB02
BSUW23_RS02820,label,#E6AB02
PPE_RS20110,label,#E6AB02
