DATASET_COLORSTRIP
SEPARATOR COMMA

DATASET_LABEL,phylum
COLOR,#ff0000

COLOR_BRANCHES,1

LEGEND_TITLE,Phylum
LEGEND_SHAPES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEGEND_COLORS,#FDB462,#F4CAE4,#DECBE4,#6A3D9A,#666666,#B15928,#1F78B4,#999999,#E78AC3,#B3CDE3,#CCCCCC,#E31A1C,#FB9A99,#E6AB02,#66A61E,#B3DE69,#A6CEE3,#1B9E77,#7FC97F,#F0027F,#FF7F00,#CCEBC5,#A65628,#FFFFCC,#666666
LEGEND_LABELS,Acidobacteria,Actinobacteria,Aquificae,Armatimonadetes,Bacteroidetes,Chlamydiae,Chlorobi,Chloroflexi,Crenarchaeota,Cyanobacteria,Deferribacteres,Deinococcus-Thermus,Euryarchaeota,Firmicutes,Fusobacteria,Gemmatimonadetes,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Terrabacteria_group,Thermotogae,Verrucomicrobia

DATA
NCBI.ID.x,Color,Phylum
NC_002944,#F4CAE4,Actinobacteria
NC_002944,#F4CAE4,Actinobacteria
NC_002971,#7FC97F,Proteobacteria
NC_002971,#7FC97F,Proteobacteria
NC_002973,#E6AB02,Firmicutes
NC_003030,#E6AB02,Firmicutes
NC_003030,#E6AB02,Firmicutes
NC_003062,#7FC97F,Proteobacteria
NC_003062,#7FC97F,Proteobacteria
NC_003062,#7FC97F,Proteobacteria
NC_003062,#7FC97F,Proteobacteria
NC_003062,#7FC97F,Proteobacteria
NC_003155,#F4CAE4,Actinobacteria
NC_003155,#F4CAE4,Actinobacteria
NC_003197,#7FC97F,Proteobacteria
NC_003197,#7FC97F,Proteobacteria
NC_003212,#E6AB02,Firmicutes
NC_003212,#E6AB02,Firmicutes
NC_003212,#E6AB02,Firmicutes
NC_003212,#E6AB02,Firmicutes
NC_003272,#B3CDE3,Cyanobacteria
NC_003272,#B3CDE3,Cyanobacteria
NC_003272,#B3CDE3,Cyanobacteria
NC_003272,#B3CDE3,Cyanobacteria
NC_003272,#B3CDE3,Cyanobacteria
NC_003272,#B3CDE3,Cyanobacteria
NC_003272,#B3CDE3,Cyanobacteria
NC_003295,#7FC97F,Proteobacteria
NC_003295,#7FC97F,Proteobacteria
NC_003361,#B15928,Chlamydiae
NC_003361,#B15928,Chlamydiae
NC_003366,#E6AB02,Firmicutes
NC_003366,#E6AB02,Firmicutes
NC_003552,#FB9A99,Euryarchaeota
NC_003552,#FB9A99,Euryarchaeota
NC_003901,#FB9A99,Euryarchaeota
NC_003901,#FB9A99,Euryarchaeota
NC_003902,#7FC97F,Proteobacteria
NC_003909,#E6AB02,Firmicutes
NC_003909,#E6AB02,Firmicutes
NC_003909,#E6AB02,Firmicutes
NC_003909,#E6AB02,Firmicutes
NC_003909,#E6AB02,Firmicutes
NC_003997,#E6AB02,Firmicutes
NC_003997,#E6AB02,Firmicutes
NC_003997,#E6AB02,Firmicutes
NC_004129,#7FC97F,Proteobacteria
NC_004129,#7FC97F,Proteobacteria
NC_004129,#7FC97F,Proteobacteria
NC_004193,#E6AB02,Firmicutes
NC_004193,#E6AB02,Firmicutes
NC_004193,#E6AB02,Firmicutes
NC_004342,#F0027F,Spirochaetes
NC_004342,#F0027F,Spirochaetes
NC_004347,#7FC97F,Proteobacteria
NC_004347,#7FC97F,Proteobacteria
NC_004347,#7FC97F,Proteobacteria
NC_004369,#F4CAE4,Actinobacteria
NC_004369,#F4CAE4,Actinobacteria
NC_004369,#F4CAE4,Actinobacteria
NC_004369,#F4CAE4,Actinobacteria
NC_004463,#7FC97F,Proteobacteria
NC_004463,#7FC97F,Proteobacteria
NC_004463,#7FC97F,Proteobacteria
NC_004547,#7FC97F,Proteobacteria
NC_004547,#7FC97F,Proteobacteria
NC_004547,#7FC97F,Proteobacteria
NC_004551,#F4CAE4,Actinobacteria
NC_004556,#7FC97F,Proteobacteria
NC_004556,#7FC97F,Proteobacteria
NC_004557,#E6AB02,Firmicutes
NC_004557,#E6AB02,Firmicutes
NC_004572,#F4CAE4,Actinobacteria
NC_004631,#7FC97F,Proteobacteria
NC_004663,black,Bacteroidetes
NC_004663,black,Bacteroidetes
NC_004663,black,Bacteroidetes
NC_004663,black,Bacteroidetes
NC_004722,#E6AB02,Firmicutes
NC_004722,#E6AB02,Firmicutes
NC_004722,#E6AB02,Firmicutes
NC_004722,#E6AB02,Firmicutes
NC_004757,#7FC97F,Proteobacteria
NC_005085,#7FC97F,Proteobacteria
NC_005085,#7FC97F,Proteobacteria
NC_005125,#B3CDE3,Cyanobacteria
NC_005296,#7FC97F,Proteobacteria
NC_005296,#7FC97F,Proteobacteria
NC_005296,#7FC97F,Proteobacteria
NC_005296,#7FC97F,Proteobacteria
NC_005296,#7FC97F,Proteobacteria
NC_005296,#7FC97F,Proteobacteria
NC_005363,#7FC97F,Proteobacteria
NC_005773,#7FC97F,Proteobacteria
NC_005773,#7FC97F,Proteobacteria
NC_005773,#7FC97F,Proteobacteria
NC_005773,#7FC97F,Proteobacteria
NC_005823,#F0027F,Spirochaetes
NC_005823,#F0027F,Spirochaetes
NC_005861,#B15928,Chlamydiae
NC_005877,#FB9A99,Euryarchaeota
NC_005945,#E6AB02,Firmicutes
NC_005945,#E6AB02,Firmicutes
NC_005945,#E6AB02,Firmicutes
NC_005966,#7FC97F,Proteobacteria
NC_006155,#7FC97F,Proteobacteria
NC_006155,#7FC97F,Proteobacteria
NC_006155,#7FC97F,Proteobacteria
NC_006155,#7FC97F,Proteobacteria
NC_006177,#E6AB02,Firmicutes
NC_006177,#E6AB02,Firmicutes
NC_006274,#E6AB02,Firmicutes
NC_006274,#E6AB02,Firmicutes
NC_006274,#E6AB02,Firmicutes
NC_006274,#E6AB02,Firmicutes
NC_006274,#E6AB02,Firmicutes
NC_006274,#E6AB02,Firmicutes
NC_006274,#E6AB02,Firmicutes
NC_006274,#E6AB02,Firmicutes
NC_006322,#E6AB02,Firmicutes
NC_006322,#E6AB02,Firmicutes
NC_006350,#7FC97F,Proteobacteria
NC_006350,#7FC97F,Proteobacteria
NC_006350,#7FC97F,Proteobacteria
NC_006361,#F4CAE4,Actinobacteria
NC_006361,#F4CAE4,Actinobacteria
NC_006361,#F4CAE4,Actinobacteria
NC_006368,#7FC97F,Proteobacteria
NC_006368,#7FC97F,Proteobacteria
NC_006369,#7FC97F,Proteobacteria
NC_006369,#7FC97F,Proteobacteria
NC_006511,#7FC97F,Proteobacteria
NC_006513,#7FC97F,Proteobacteria
NC_006513,#7FC97F,Proteobacteria
NC_006513,#7FC97F,Proteobacteria
NC_006513,#7FC97F,Proteobacteria
NC_006582,#E6AB02,Firmicutes
NC_006582,#E6AB02,Firmicutes
NC_006624,#FB9A99,Euryarchaeota
NC_006624,#FB9A99,Euryarchaeota
NC_006831,#7FC97F,Proteobacteria
NC_006834,#7FC97F,Proteobacteria
NC_006905,#7FC97F,Proteobacteria
NC_006905,#7FC97F,Proteobacteria
NC_006905,#7FC97F,Proteobacteria
NC_006932,#7FC97F,Proteobacteria
NC_006932,#7FC97F,Proteobacteria
NC_006958,#F4CAE4,Actinobacteria
NC_006958,#F4CAE4,Actinobacteria
NC_006958,#F4CAE4,Actinobacteria
NC_007086,#7FC97F,Proteobacteria
NC_007164,#F4CAE4,Actinobacteria
NC_007164,#F4CAE4,Actinobacteria
NC_007168,#E6AB02,Firmicutes
NC_007168,#E6AB02,Firmicutes
NC_007168,#E6AB02,Firmicutes
NC_007168,#E6AB02,Firmicutes
NC_007168,#E6AB02,Firmicutes
NC_007168,#E6AB02,Firmicutes
NC_007168,#E6AB02,Firmicutes
NC_007168,#E6AB02,Firmicutes
NC_007168,#E6AB02,Firmicutes
NC_007204,#7FC97F,Proteobacteria
NC_007204,#7FC97F,Proteobacteria
NC_007298,#7FC97F,Proteobacteria
NC_007298,#7FC97F,Proteobacteria
NC_007298,#7FC97F,Proteobacteria
NC_007333,#F4CAE4,Actinobacteria
NC_007355,#FB9A99,Euryarchaeota
NC_007355,#FB9A99,Euryarchaeota
NC_007356,#999999,Chloroflexi
NC_007356,#999999,Chloroflexi
NC_007356,#999999,Chloroflexi
NC_007404,#7FC97F,Proteobacteria
NC_007404,#7FC97F,Proteobacteria
NC_007406,#7FC97F,Proteobacteria
NC_007406,#7FC97F,Proteobacteria
NC_007406,#7FC97F,Proteobacteria
NC_007434,#7FC97F,Proteobacteria
NC_007434,#7FC97F,Proteobacteria
NC_007434,#7FC97F,Proteobacteria
NC_007492,#7FC97F,Proteobacteria
NC_007492,#7FC97F,Proteobacteria
NC_007492,#7FC97F,Proteobacteria
NC_007493,#7FC97F,Proteobacteria
NC_007493,#7FC97F,Proteobacteria
NC_007493,#7FC97F,Proteobacteria
NC_007493,#7FC97F,Proteobacteria
NC_007493,#7FC97F,Proteobacteria
NC_007493,#7FC97F,Proteobacteria
NC_007493,#7FC97F,Proteobacteria
NC_007493,#7FC97F,Proteobacteria
NC_007498,#7FC97F,Proteobacteria
NC_007508,#7FC97F,Proteobacteria
NC_007508,#7FC97F,Proteobacteria
NC_007508,#7FC97F,Proteobacteria
NC_007508,#7FC97F,Proteobacteria
NC_007508,#7FC97F,Proteobacteria
NC_007510,#7FC97F,Proteobacteria
NC_007510,#7FC97F,Proteobacteria
NC_007510,#7FC97F,Proteobacteria
NC_007510,#7FC97F,Proteobacteria
NC_007512,#1F78B4,Chlorobi
NC_007512,#1F78B4,Chlorobi
NC_007514,#1F78B4,Chlorobi
NC_007517,#7FC97F,Proteobacteria
NC_007517,#7FC97F,Proteobacteria
NC_007517,#7FC97F,Proteobacteria
NC_007517,#7FC97F,Proteobacteria
NC_007519,#7FC97F,Proteobacteria
NC_007519,#7FC97F,Proteobacteria
NC_007530,#E6AB02,Firmicutes
NC_007530,#E6AB02,Firmicutes
NC_007530,#E6AB02,Firmicutes
NC_007530,#E6AB02,Firmicutes
NC_007530,#E6AB02,Firmicutes
NC_007613,#7FC97F,Proteobacteria
NC_007613,#7FC97F,Proteobacteria
NC_007613,#7FC97F,Proteobacteria
NC_007613,#7FC97F,Proteobacteria
NC_007614,#7FC97F,Proteobacteria
NC_007614,#7FC97F,Proteobacteria
NC_007614,#7FC97F,Proteobacteria
NC_007614,#7FC97F,Proteobacteria
NC_007618,#7FC97F,Proteobacteria
NC_007618,#7FC97F,Proteobacteria
NC_007644,#E6AB02,Firmicutes
NC_007651,#7FC97F,Proteobacteria
NC_007651,#7FC97F,Proteobacteria
NC_007651,#7FC97F,Proteobacteria
NC_007681,#FB9A99,Euryarchaeota
NC_007760,#7FC97F,Proteobacteria
NC_007761,#7FC97F,Proteobacteria
NC_007761,#7FC97F,Proteobacteria
NC_007761,#7FC97F,Proteobacteria
NC_007761,#7FC97F,Proteobacteria
NC_007761,#7FC97F,Proteobacteria
NC_007761,#7FC97F,Proteobacteria
NC_007761,#7FC97F,Proteobacteria
NC_007761,#7FC97F,Proteobacteria
NC_007775,#B3CDE3,Cyanobacteria
NC_007777,#F4CAE4,Actinobacteria
NC_007778,#7FC97F,Proteobacteria
NC_007778,#7FC97F,Proteobacteria
NC_007778,#7FC97F,Proteobacteria
NC_007794,#7FC97F,Proteobacteria
NC_007794,#7FC97F,Proteobacteria
NC_007794,#7FC97F,Proteobacteria
NC_007798,#7FC97F,Proteobacteria
NC_007880,#7FC97F,Proteobacteria
NC_007907,#E6AB02,Firmicutes
NC_007907,#E6AB02,Firmicutes
NC_007907,#E6AB02,Firmicutes
NC_007907,#E6AB02,Firmicutes
NC_007907,#E6AB02,Firmicutes
NC_007907,#E6AB02,Firmicutes
NC_007907,#E6AB02,Firmicutes
NC_007907,#E6AB02,Firmicutes
NC_007925,#7FC97F,Proteobacteria
NC_007925,#7FC97F,Proteobacteria
NC_007947,#7FC97F,Proteobacteria
NC_007947,#7FC97F,Proteobacteria
NC_007948,#7FC97F,Proteobacteria
NC_007948,#7FC97F,Proteobacteria
NC_007948,#7FC97F,Proteobacteria
NC_007958,#7FC97F,Proteobacteria
NC_007958,#7FC97F,Proteobacteria
NC_007958,#7FC97F,Proteobacteria
NC_007963,#7FC97F,Proteobacteria
NC_007963,#7FC97F,Proteobacteria
NC_007964,#7FC97F,Proteobacteria
NC_007964,#7FC97F,Proteobacteria
NC_007964,#7FC97F,Proteobacteria
NC_007964,#7FC97F,Proteobacteria
NC_007964,#7FC97F,Proteobacteria
NC_007969,#7FC97F,Proteobacteria
NC_007969,#7FC97F,Proteobacteria
NC_007969,#7FC97F,Proteobacteria
NC_007973,#7FC97F,Proteobacteria
NC_007973,#7FC97F,Proteobacteria
NC_007973,#7FC97F,Proteobacteria
NC_007973,#7FC97F,Proteobacteria
NC_007973,#7FC97F,Proteobacteria
NC_007973,#7FC97F,Proteobacteria
NC_008009,#FDB462,Acidobacteria
NC_008009,#FDB462,Acidobacteria
NC_008027,#7FC97F,Proteobacteria
NC_008027,#7FC97F,Proteobacteria
NC_008095,#7FC97F,Proteobacteria
NC_008146,#F4CAE4,Actinobacteria
NC_008146,#F4CAE4,Actinobacteria
NC_008146,#F4CAE4,Actinobacteria
NC_008146,#F4CAE4,Actinobacteria
NC_008148,#F4CAE4,Actinobacteria
NC_008148,#F4CAE4,Actinobacteria
NC_008149,#7FC97F,Proteobacteria
NC_008149,#7FC97F,Proteobacteria
NC_008149,#7FC97F,Proteobacteria
NC_008149,#7FC97F,Proteobacteria
NC_008150,#7FC97F,Proteobacteria
NC_008150,#7FC97F,Proteobacteria
NC_008150,#7FC97F,Proteobacteria
NC_008150,#7FC97F,Proteobacteria
NC_008150,#7FC97F,Proteobacteria
NC_008245,#7FC97F,Proteobacteria
NC_008254,#7FC97F,Proteobacteria
NC_008254,#7FC97F,Proteobacteria
NC_008254,#7FC97F,Proteobacteria
NC_008254,#7FC97F,Proteobacteria
NC_008254,#7FC97F,Proteobacteria
NC_008255,black,Bacteroidetes
NC_008255,black,Bacteroidetes
NC_008261,#E6AB02,Firmicutes
NC_008268,#F4CAE4,Actinobacteria
NC_008268,#F4CAE4,Actinobacteria
NC_008268,#F4CAE4,Actinobacteria
NC_008268,#F4CAE4,Actinobacteria
NC_008268,#F4CAE4,Actinobacteria
NC_008268,#F4CAE4,Actinobacteria
NC_008278,#F4CAE4,Actinobacteria
NC_008313,#7FC97F,Proteobacteria
NC_008313,#7FC97F,Proteobacteria
NC_008313,#7FC97F,Proteobacteria
NC_008313,#7FC97F,Proteobacteria
NC_008343,#7FC97F,Proteobacteria
NC_008343,#7FC97F,Proteobacteria
NC_008380,#7FC97F,Proteobacteria
NC_008380,#7FC97F,Proteobacteria
NC_008380,#7FC97F,Proteobacteria
NC_008380,#7FC97F,Proteobacteria
NC_008380,#7FC97F,Proteobacteria
NC_008380,#7FC97F,Proteobacteria
NC_008380,#7FC97F,Proteobacteria
NC_008390,#7FC97F,Proteobacteria
NC_008390,#7FC97F,Proteobacteria
NC_008390,#7FC97F,Proteobacteria
NC_008390,#7FC97F,Proteobacteria
NC_008435,#7FC97F,Proteobacteria
NC_008435,#7FC97F,Proteobacteria
NC_008463,#7FC97F,Proteobacteria
NC_008463,#7FC97F,Proteobacteria
NC_008497,#E6AB02,Firmicutes
NC_008497,#E6AB02,Firmicutes
NC_008497,#E6AB02,Firmicutes
NC_008508,#F0027F,Spirochaetes
NC_008508,#F0027F,Spirochaetes
NC_008510,#F0027F,Spirochaetes
NC_008510,#F0027F,Spirochaetes
NC_008536,#FDB462,Acidobacteria
NC_008536,#FDB462,Acidobacteria
NC_008541,#F4CAE4,Actinobacteria
NC_008541,#F4CAE4,Actinobacteria
NC_008541,#F4CAE4,Actinobacteria
NC_008541,#F4CAE4,Actinobacteria
NC_008542,#7FC97F,Proteobacteria
NC_008542,#7FC97F,Proteobacteria
NC_008542,#7FC97F,Proteobacteria
NC_008542,#7FC97F,Proteobacteria
NC_008542,#7FC97F,Proteobacteria
NC_008593,#E6AB02,Firmicutes
NC_008595,#F4CAE4,Actinobacteria
NC_008595,#F4CAE4,Actinobacteria
NC_008595,#F4CAE4,Actinobacteria
NC_008609,#7FC97F,Proteobacteria
NC_008609,#7FC97F,Proteobacteria
NC_008609,#7FC97F,Proteobacteria
NC_008609,#7FC97F,Proteobacteria
NC_008639,#1F78B4,Chlorobi
NC_008639,#1F78B4,Chlorobi
NC_008639,#1F78B4,Chlorobi
NC_008699,#F4CAE4,Actinobacteria
NC_008699,#F4CAE4,Actinobacteria
NC_008699,#F4CAE4,Actinobacteria
NC_008700,#7FC97F,Proteobacteria
NC_008700,#7FC97F,Proteobacteria
NC_008702,#7FC97F,Proteobacteria
NC_008702,#7FC97F,Proteobacteria
NC_008702,#7FC97F,Proteobacteria
NC_008705,#F4CAE4,Actinobacteria
NC_008705,#F4CAE4,Actinobacteria
NC_008705,#F4CAE4,Actinobacteria
NC_008705,#F4CAE4,Actinobacteria
NC_008705,#F4CAE4,Actinobacteria
NC_008710,#F0027F,Spirochaetes
NC_008710,#F0027F,Spirochaetes
NC_008710,#F0027F,Spirochaetes
NC_008710,#F0027F,Spirochaetes
NC_008710,#F0027F,Spirochaetes
NC_008710,#F0027F,Spirochaetes
NC_008710,#F0027F,Spirochaetes
NC_008710,#F0027F,Spirochaetes
NC_008710,#F0027F,Spirochaetes
NC_008711,#F4CAE4,Actinobacteria
NC_008711,#F4CAE4,Actinobacteria
NC_008711,#F4CAE4,Actinobacteria
NC_008740,#7FC97F,Proteobacteria
NC_008740,#7FC97F,Proteobacteria
NC_008740,#7FC97F,Proteobacteria
NC_008740,#7FC97F,Proteobacteria
NC_008752,#7FC97F,Proteobacteria
NC_008752,#7FC97F,Proteobacteria
NC_008781,#7FC97F,Proteobacteria
NC_008781,#7FC97F,Proteobacteria
NC_008781,#7FC97F,Proteobacteria
NC_008781,#7FC97F,Proteobacteria
NC_008781,#7FC97F,Proteobacteria
NC_008781,#7FC97F,Proteobacteria
NC_008781,#7FC97F,Proteobacteria
NC_008781,#7FC97F,Proteobacteria
NC_008781,#7FC97F,Proteobacteria
NC_008781,#7FC97F,Proteobacteria
NC_008782,#7FC97F,Proteobacteria
NC_008782,#7FC97F,Proteobacteria
NC_008782,#7FC97F,Proteobacteria
NC_008782,#7FC97F,Proteobacteria
NC_008782,#7FC97F,Proteobacteria
NC_008782,#7FC97F,Proteobacteria
NC_008786,#7FC97F,Proteobacteria
NC_008786,#7FC97F,Proteobacteria
NC_008789,#7FC97F,Proteobacteria
NC_008789,#7FC97F,Proteobacteria
NC_008789,#7FC97F,Proteobacteria
NC_008825,#7FC97F,Proteobacteria
NC_008825,#7FC97F,Proteobacteria
NC_008825,#7FC97F,Proteobacteria
NC_009012,#E6AB02,Firmicutes
NC_009049,#7FC97F,Proteobacteria
NC_009049,#7FC97F,Proteobacteria
NC_009049,#7FC97F,Proteobacteria
NC_009049,#7FC97F,Proteobacteria
NC_009074,#7FC97F,Proteobacteria
NC_009074,#7FC97F,Proteobacteria
NC_009074,#7FC97F,Proteobacteria
NC_009076,#7FC97F,Proteobacteria
NC_009076,#7FC97F,Proteobacteria
NC_009076,#7FC97F,Proteobacteria
NC_009077,#F4CAE4,Actinobacteria
NC_009077,#F4CAE4,Actinobacteria
NC_009077,#F4CAE4,Actinobacteria
NC_009077,#F4CAE4,Actinobacteria
NC_009142,#F4CAE4,Actinobacteria
NC_009256,#7FC97F,Proteobacteria
NC_009256,#7FC97F,Proteobacteria
NC_009256,#7FC97F,Proteobacteria
NC_009256,#7FC97F,Proteobacteria
NC_009256,#7FC97F,Proteobacteria
NC_009256,#7FC97F,Proteobacteria
NC_009256,#7FC97F,Proteobacteria
NC_009256,#7FC97F,Proteobacteria
NC_009256,#7FC97F,Proteobacteria
NC_009256,#7FC97F,Proteobacteria
NC_009328,#E6AB02,Firmicutes
NC_009328,#E6AB02,Firmicutes
NC_009328,#E6AB02,Firmicutes
NC_009328,#E6AB02,Firmicutes
NC_009338,#F4CAE4,Actinobacteria
NC_009338,#F4CAE4,Actinobacteria
NC_009338,#F4CAE4,Actinobacteria
NC_009338,#F4CAE4,Actinobacteria
NC_009338,#F4CAE4,Actinobacteria
NC_009338,#F4CAE4,Actinobacteria
NC_009338,#F4CAE4,Actinobacteria
NC_009342,#F4CAE4,Actinobacteria
NC_009342,#F4CAE4,Actinobacteria
NC_009342,#F4CAE4,Actinobacteria
NC_009342,#F4CAE4,Actinobacteria
NC_009380,#F4CAE4,Actinobacteria
NC_009428,#7FC97F,Proteobacteria
NC_009428,#7FC97F,Proteobacteria
NC_009428,#7FC97F,Proteobacteria
NC_009428,#7FC97F,Proteobacteria
NC_009428,#7FC97F,Proteobacteria
NC_009428,#7FC97F,Proteobacteria
NC_009434,#7FC97F,Proteobacteria
NC_009434,#7FC97F,Proteobacteria
NC_009434,#7FC97F,Proteobacteria
NC_009434,#7FC97F,Proteobacteria
NC_009436,#7FC97F,Proteobacteria
NC_009436,#7FC97F,Proteobacteria
NC_009436,#7FC97F,Proteobacteria
NC_009438,#7FC97F,Proteobacteria
NC_009438,#7FC97F,Proteobacteria
NC_009438,#7FC97F,Proteobacteria
NC_009438,#7FC97F,Proteobacteria
NC_009438,#7FC97F,Proteobacteria
NC_009438,#7FC97F,Proteobacteria
NC_009438,#7FC97F,Proteobacteria
NC_009439,#7FC97F,Proteobacteria
NC_009439,#7FC97F,Proteobacteria
NC_009441,black,Bacteroidetes
NC_009441,black,Bacteroidetes
NC_009441,black,Bacteroidetes
NC_009441,black,Bacteroidetes
NC_009445,#7FC97F,Proteobacteria
NC_009455,#999999,Chloroflexi
NC_009455,#999999,Chloroflexi
NC_009455,#999999,Chloroflexi
NC_009464,#FB9A99,Euryarchaeota
NC_009464,#FB9A99,Euryarchaeota
NC_009480,#F4CAE4,Actinobacteria
NC_009480,#F4CAE4,Actinobacteria
NC_009480,#F4CAE4,Actinobacteria
NC_009483,#7FC97F,Proteobacteria
NC_009483,#7FC97F,Proteobacteria
NC_009483,#7FC97F,Proteobacteria
NC_009484,#7FC97F,Proteobacteria
NC_009484,#7FC97F,Proteobacteria
NC_009484,#7FC97F,Proteobacteria
NC_009484,#7FC97F,Proteobacteria
NC_009484,#7FC97F,Proteobacteria
NC_009484,#7FC97F,Proteobacteria
NC_009484,#7FC97F,Proteobacteria
NC_009484,#7FC97F,Proteobacteria
NC_009484,#7FC97F,Proteobacteria
NC_009484,#7FC97F,Proteobacteria
NC_009494,#7FC97F,Proteobacteria
NC_009505,#7FC97F,Proteobacteria
NC_009505,#7FC97F,Proteobacteria
NC_009511,#7FC97F,Proteobacteria
NC_009511,#7FC97F,Proteobacteria
NC_009511,#7FC97F,Proteobacteria
NC_009511,#7FC97F,Proteobacteria
NC_009512,#7FC97F,Proteobacteria
NC_009512,#7FC97F,Proteobacteria
NC_009515,#FB9A99,Euryarchaeota
NC_009524,#7FC97F,Proteobacteria
NC_009524,#7FC97F,Proteobacteria
NC_009524,#7FC97F,Proteobacteria
NC_009524,#7FC97F,Proteobacteria
NC_009565,#F4CAE4,Actinobacteria
NC_009565,#F4CAE4,Actinobacteria
NC_009617,#E6AB02,Firmicutes
NC_009617,#E6AB02,Firmicutes
NC_009648,#7FC97F,Proteobacteria
NC_009648,#7FC97F,Proteobacteria
NC_009648,#7FC97F,Proteobacteria
NC_009648,#7FC97F,Proteobacteria
NC_009648,#7FC97F,Proteobacteria
NC_009648,#7FC97F,Proteobacteria
NC_009648,#7FC97F,Proteobacteria
NC_009648,#7FC97F,Proteobacteria
NC_009648,#7FC97F,Proteobacteria
NC_009648,#7FC97F,Proteobacteria
NC_009648,#7FC97F,Proteobacteria
NC_009654,#7FC97F,Proteobacteria
NC_009659,#7FC97F,Proteobacteria
NC_009659,#7FC97F,Proteobacteria
NC_009664,#F4CAE4,Actinobacteria
NC_009664,#F4CAE4,Actinobacteria
NC_009664,#F4CAE4,Actinobacteria
NC_009667,#7FC97F,Proteobacteria
NC_009667,#7FC97F,Proteobacteria
NC_009667,#7FC97F,Proteobacteria
NC_009667,#7FC97F,Proteobacteria
NC_009667,#7FC97F,Proteobacteria
NC_009667,#7FC97F,Proteobacteria
NC_009667,#7FC97F,Proteobacteria
NC_009674,#E6AB02,Firmicutes
NC_009674,#E6AB02,Firmicutes
NC_009674,#E6AB02,Firmicutes
NC_009675,#7FC97F,Proteobacteria
NC_009698,#E6AB02,Firmicutes
NC_009698,#E6AB02,Firmicutes
NC_009706,#E6AB02,Firmicutes
NC_009706,#E6AB02,Firmicutes
NC_009712,#FB9A99,Euryarchaeota
NC_009715,#7FC97F,Proteobacteria
NC_009720,#7FC97F,Proteobacteria
NC_009720,#7FC97F,Proteobacteria
NC_009720,#7FC97F,Proteobacteria
NC_009720,#7FC97F,Proteobacteria
NC_009720,#7FC97F,Proteobacteria
NC_009720,#7FC97F,Proteobacteria
NC_009725,#E6AB02,Firmicutes
NC_009725,#E6AB02,Firmicutes
NC_009792,#7FC97F,Proteobacteria
NC_009792,#7FC97F,Proteobacteria
NC_009792,#7FC97F,Proteobacteria
NC_009802,#7FC97F,Proteobacteria
NC_009802,#7FC97F,Proteobacteria
NC_009802,#7FC97F,Proteobacteria
NC_009832,#7FC97F,Proteobacteria
NC_009832,#7FC97F,Proteobacteria
