DATASET_COLORSTRIP
SEPARATOR COMMA

DATASET_LABEL,phylum
COLOR,#ff0000

COLOR_BRANCHES,1

LEGEND_TITLE,Phylum
LEGEND_SHAPES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LEGEND_COLORS,#FDB462,#F4CAE4,#DECBE4,#6A3D9A,#666666,#B15928,#1F78B4,#999999,#E78AC3,#B3CDE3,#CCCCCC,#E31A1C,#FB9A99,#E6AB02,#66A61E,#B3DE69,#A6CEE3,#1B9E77,#7FC97F,#F0027F,#FF7F00,#CCEBC5,#A65628,#FFFFCC,#666666
LEGEND_LABELS,Acidobacteria,Actinobacteria,Aquificae,Armatimonadetes,Bacteroidetes,Chlamydiae,Chlorobi,Chloroflexi,Crenarchaeota,Cyanobacteria,Deferribacteres,Deinococcus-Thermus,Euryarchaeota,Firmicutes,Fusobacteria,Gemmatimonadetes,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Terrabacteria_group,Thermotogae,Verrucomicrobia

DATA
NCBI.ID.x,Color,Phylum
NC_009832,#7FC97F,Proteobacteria
NC_009832,#7FC97F,Proteobacteria
NC_009848,#E6AB02,Firmicutes
NC_009943,#7FC97F,Proteobacteria
NC_009943,#7FC97F,Proteobacteria
NC_009943,#7FC97F,Proteobacteria
NC_009953,#F4CAE4,Actinobacteria
NC_010001,#E6AB02,Firmicutes
NC_010001,#E6AB02,Firmicutes
NC_010002,#7FC97F,Proteobacteria
NC_010002,#7FC97F,Proteobacteria
NC_010002,#7FC97F,Proteobacteria
NC_010002,#7FC97F,Proteobacteria
NC_010002,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010084,#7FC97F,Proteobacteria
NC_010103,#7FC97F,Proteobacteria
NC_010103,#7FC97F,Proteobacteria
NC_010162,#7FC97F,Proteobacteria
NC_010163,#CCEBC5,Tenericutes
NC_010168,#F4CAE4,Actinobacteria
NC_010169,#7FC97F,Proteobacteria
NC_010169,#7FC97F,Proteobacteria
NC_010170,#7FC97F,Proteobacteria
NC_010170,#7FC97F,Proteobacteria
NC_010170,#7FC97F,Proteobacteria
NC_010170,#7FC97F,Proteobacteria
NC_010170,#7FC97F,Proteobacteria
NC_010170,#7FC97F,Proteobacteria
NC_010172,#7FC97F,Proteobacteria
NC_010172,#7FC97F,Proteobacteria
NC_010172,#7FC97F,Proteobacteria
NC_010172,#7FC97F,Proteobacteria
NC_010172,#7FC97F,Proteobacteria
NC_010184,#E6AB02,Firmicutes
NC_010184,#E6AB02,Firmicutes
NC_010184,#E6AB02,Firmicutes
NC_010184,#E6AB02,Firmicutes
NC_010184,#E6AB02,Firmicutes
NC_010184,#E6AB02,Firmicutes
NC_010184,#E6AB02,Firmicutes
NC_010320,#E6AB02,Firmicutes
NC_010321,#E6AB02,Firmicutes
NC_010322,#7FC97F,Proteobacteria
NC_010322,#7FC97F,Proteobacteria
NC_010322,#7FC97F,Proteobacteria
NC_010336,#7FC97F,Proteobacteria
NC_010336,#7FC97F,Proteobacteria
NC_010336,#7FC97F,Proteobacteria
NC_010337,#E6AB02,Firmicutes
NC_010338,#7FC97F,Proteobacteria
NC_010338,#7FC97F,Proteobacteria
NC_010338,#7FC97F,Proteobacteria
NC_010338,#7FC97F,Proteobacteria
NC_010424,#E6AB02,Firmicutes
NC_010465,#7FC97F,Proteobacteria
NC_010465,#7FC97F,Proteobacteria
NC_010468,#7FC97F,Proteobacteria
NC_010468,#7FC97F,Proteobacteria
NC_010468,#7FC97F,Proteobacteria
NC_010473,#7FC97F,Proteobacteria
NC_010473,#7FC97F,Proteobacteria
NC_010473,#7FC97F,Proteobacteria
NC_010501,#7FC97F,Proteobacteria
NC_010501,#7FC97F,Proteobacteria
NC_010501,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010505,#7FC97F,Proteobacteria
NC_010508,#7FC97F,Proteobacteria
NC_010508,#7FC97F,Proteobacteria
NC_010508,#7FC97F,Proteobacteria
NC_010508,#7FC97F,Proteobacteria
NC_010511,#7FC97F,Proteobacteria
NC_010511,#7FC97F,Proteobacteria
NC_010511,#7FC97F,Proteobacteria
NC_010511,#7FC97F,Proteobacteria
NC_010511,#7FC97F,Proteobacteria
NC_010516,#E6AB02,Firmicutes
NC_010516,#E6AB02,Firmicutes
NC_010520,#E6AB02,Firmicutes
NC_010520,#E6AB02,Firmicutes
NC_010524,#7FC97F,Proteobacteria
NC_010528,#7FC97F,Proteobacteria
NC_010528,#7FC97F,Proteobacteria
NC_010528,#7FC97F,Proteobacteria
NC_010528,#7FC97F,Proteobacteria
NC_010528,#7FC97F,Proteobacteria
NC_010551,#7FC97F,Proteobacteria
NC_010551,#7FC97F,Proteobacteria
NC_010551,#7FC97F,Proteobacteria
NC_010551,#7FC97F,Proteobacteria
NC_010554,#7FC97F,Proteobacteria
NC_010554,#7FC97F,Proteobacteria
NC_010554,#7FC97F,Proteobacteria
NC_010556,#E6AB02,Firmicutes
NC_010556,#E6AB02,Firmicutes
NC_010556,#E6AB02,Firmicutes
NC_010571,#666666,Verrucomicrobia
NC_010571,#666666,Verrucomicrobia
NC_010571,#666666,Verrucomicrobia
NC_010572,#F4CAE4,Actinobacteria
NC_010572,#F4CAE4,Actinobacteria
NC_010577,#7FC97F,Proteobacteria
NC_010577,#7FC97F,Proteobacteria
NC_010581,#7FC97F,Proteobacteria
NC_010581,#7FC97F,Proteobacteria
NC_010581,#7FC97F,Proteobacteria
NC_010581,#7FC97F,Proteobacteria
NC_010581,#7FC97F,Proteobacteria
NC_010602,#F0027F,Spirochaetes
NC_010602,#F0027F,Spirochaetes
NC_010602,#F0027F,Spirochaetes
NC_010602,#F0027F,Spirochaetes
NC_010617,#F4CAE4,Actinobacteria
NC_010622,#7FC97F,Proteobacteria
NC_010622,#7FC97F,Proteobacteria
NC_010622,#7FC97F,Proteobacteria
NC_010622,#7FC97F,Proteobacteria
NC_010628,#B3CDE3,Cyanobacteria
NC_010628,#B3CDE3,Cyanobacteria
NC_010628,#B3CDE3,Cyanobacteria
NC_010628,#B3CDE3,Cyanobacteria
NC_010628,#B3CDE3,Cyanobacteria
NC_010628,#B3CDE3,Cyanobacteria
NC_010628,#B3CDE3,Cyanobacteria
NC_010634,#7FC97F,Proteobacteria
NC_010634,#7FC97F,Proteobacteria
NC_010634,#7FC97F,Proteobacteria
NC_010677,#7FC97F,Proteobacteria
NC_010681,#7FC97F,Proteobacteria
NC_010681,#7FC97F,Proteobacteria
NC_010681,#7FC97F,Proteobacteria
NC_010681,#7FC97F,Proteobacteria
NC_010681,#7FC97F,Proteobacteria
NC_010681,#7FC97F,Proteobacteria
NC_010681,#7FC97F,Proteobacteria
NC_010682,#7FC97F,Proteobacteria
NC_010682,#7FC97F,Proteobacteria
NC_010682,#7FC97F,Proteobacteria
NC_010688,#7FC97F,Proteobacteria
NC_010694,#7FC97F,Proteobacteria
NC_010694,#7FC97F,Proteobacteria
NC_010694,#7FC97F,Proteobacteria
NC_010694,#7FC97F,Proteobacteria
NC_010694,#7FC97F,Proteobacteria
NC_010694,#7FC97F,Proteobacteria
NC_010725,#7FC97F,Proteobacteria
NC_010725,#7FC97F,Proteobacteria
NC_010725,#7FC97F,Proteobacteria
NC_010725,#7FC97F,Proteobacteria
NC_010725,#7FC97F,Proteobacteria
NC_010725,#7FC97F,Proteobacteria
NC_010725,#7FC97F,Proteobacteria
NC_010730,#DECBE4,Aquificae
NC_010730,#DECBE4,Aquificae
NC_010794,#666666,Verrucomicrobia
NC_010794,#666666,Verrucomicrobia
NC_010814,#7FC97F,Proteobacteria
NC_010814,#7FC97F,Proteobacteria
NC_010814,#7FC97F,Proteobacteria
NC_010814,#7FC97F,Proteobacteria
NC_010842,#F0027F,Spirochaetes
NC_010842,#F0027F,Spirochaetes
NC_010842,#F0027F,Spirochaetes
NC_010842,#F0027F,Spirochaetes
NC_010943,#7FC97F,Proteobacteria
NC_010943,#7FC97F,Proteobacteria
NC_010943,#7FC97F,Proteobacteria
NC_010943,#7FC97F,Proteobacteria
NC_010943,#7FC97F,Proteobacteria
NC_010994,#7FC97F,Proteobacteria
NC_010994,#7FC97F,Proteobacteria
NC_010994,#7FC97F,Proteobacteria
NC_010994,#7FC97F,Proteobacteria
NC_010995,#7FC97F,Proteobacteria
NC_011004,#7FC97F,Proteobacteria
NC_011004,#7FC97F,Proteobacteria
NC_011004,#7FC97F,Proteobacteria
NC_011004,#7FC97F,Proteobacteria
NC_011071,#7FC97F,Proteobacteria
NC_011071,#7FC97F,Proteobacteria
NC_011071,#7FC97F,Proteobacteria
NC_011080,#7FC97F,Proteobacteria
NC_011080,#7FC97F,Proteobacteria
NC_011080,#7FC97F,Proteobacteria
NC_011080,#7FC97F,Proteobacteria
NC_011080,#7FC97F,Proteobacteria
NC_011083,#7FC97F,Proteobacteria
NC_011083,#7FC97F,Proteobacteria
NC_011083,#7FC97F,Proteobacteria
NC_011094,#7FC97F,Proteobacteria
NC_011094,#7FC97F,Proteobacteria
NC_011094,#7FC97F,Proteobacteria
NC_011094,#7FC97F,Proteobacteria
NC_011094,#7FC97F,Proteobacteria
NC_011145,#7FC97F,Proteobacteria
NC_011146,#7FC97F,Proteobacteria
NC_011146,#7FC97F,Proteobacteria
NC_011149,#7FC97F,Proteobacteria
NC_011149,#7FC97F,Proteobacteria
NC_011149,#7FC97F,Proteobacteria
NC_011205,#7FC97F,Proteobacteria
NC_011205,#7FC97F,Proteobacteria
NC_011365,#7FC97F,Proteobacteria
NC_011365,#7FC97F,Proteobacteria
NC_011365,#7FC97F,Proteobacteria
NC_011365,#7FC97F,Proteobacteria
NC_011369,#7FC97F,Proteobacteria
NC_011369,#7FC97F,Proteobacteria
NC_011369,#7FC97F,Proteobacteria
NC_011369,#7FC97F,Proteobacteria
NC_011369,#7FC97F,Proteobacteria
NC_011658,#E6AB02,Firmicutes
NC_011658,#E6AB02,Firmicutes
NC_011658,#E6AB02,Firmicutes
NC_011658,#E6AB02,Firmicutes
NC_011658,#E6AB02,Firmicutes
NC_011658,#E6AB02,Firmicutes
NC_011658,#E6AB02,Firmicutes
NC_011660,#E6AB02,Firmicutes
NC_011662,#7FC97F,Proteobacteria
NC_011662,#7FC97F,Proteobacteria
NC_011666,#7FC97F,Proteobacteria
NC_011666,#7FC97F,Proteobacteria
NC_011725,#E6AB02,Firmicutes
NC_011725,#E6AB02,Firmicutes
NC_011725,#E6AB02,Firmicutes
NC_011726,#B3CDE3,Cyanobacteria
NC_011726,#B3CDE3,Cyanobacteria
NC_011726,#B3CDE3,Cyanobacteria
NC_011726,#B3CDE3,Cyanobacteria
NC_011726,#B3CDE3,Cyanobacteria
NC_011726,#B3CDE3,Cyanobacteria
NC_011729,#B3CDE3,Cyanobacteria
NC_011729,#B3CDE3,Cyanobacteria
NC_011729,#B3CDE3,Cyanobacteria
NC_011729,#B3CDE3,Cyanobacteria
NC_011729,#B3CDE3,Cyanobacteria
NC_011729,#B3CDE3,Cyanobacteria
NC_011729,#B3CDE3,Cyanobacteria
NC_011729,#B3CDE3,Cyanobacteria
NC_011757,#7FC97F,Proteobacteria
NC_011757,#7FC97F,Proteobacteria
NC_011757,#7FC97F,Proteobacteria
NC_011757,#7FC97F,Proteobacteria
NC_011757,#7FC97F,Proteobacteria
NC_011757,#7FC97F,Proteobacteria
NC_011757,#7FC97F,Proteobacteria
NC_011761,#7FC97F,Proteobacteria
NC_011769,#7FC97F,Proteobacteria
NC_011770,#7FC97F,Proteobacteria
NC_011770,#7FC97F,Proteobacteria
NC_011772,#E6AB02,Firmicutes
NC_011772,#E6AB02,Firmicutes
NC_011772,#E6AB02,Firmicutes
NC_011772,#E6AB02,Firmicutes
NC_011772,#E6AB02,Firmicutes
NC_011773,#E6AB02,Firmicutes
NC_011773,#E6AB02,Firmicutes
NC_011773,#E6AB02,Firmicutes
NC_011773,#E6AB02,Firmicutes
NC_011773,#E6AB02,Firmicutes
NC_011773,#E6AB02,Firmicutes
NC_011773,#E6AB02,Firmicutes
NC_011830,#E6AB02,Firmicutes
NC_011830,#E6AB02,Firmicutes
NC_011830,#E6AB02,Firmicutes
NC_011830,#E6AB02,Firmicutes
NC_011830,#E6AB02,Firmicutes
NC_011832,#FB9A99,Euryarchaeota
NC_011832,#FB9A99,Euryarchaeota
NC_011837,#E6AB02,Firmicutes
NC_011837,#E6AB02,Firmicutes
NC_011852,#7FC97F,Proteobacteria
NC_011884,#B3CDE3,Cyanobacteria
NC_011884,#B3CDE3,Cyanobacteria
NC_011884,#B3CDE3,Cyanobacteria
NC_011884,#B3CDE3,Cyanobacteria
NC_011886,#F4CAE4,Actinobacteria
NC_011886,#F4CAE4,Actinobacteria
NC_011886,#F4CAE4,Actinobacteria
NC_011891,#7FC97F,Proteobacteria
NC_011894,#7FC97F,Proteobacteria
NC_011894,#7FC97F,Proteobacteria
NC_011894,#7FC97F,Proteobacteria
NC_011894,#7FC97F,Proteobacteria
NC_011894,#7FC97F,Proteobacteria
NC_011894,#7FC97F,Proteobacteria
NC_011894,#7FC97F,Proteobacteria
NC_011894,#7FC97F,Proteobacteria
NC_011894,#7FC97F,Proteobacteria
NC_011894,#7FC97F,Proteobacteria
NC_011898,#E6AB02,Firmicutes
NC_011963,#7FC97F,Proteobacteria
NC_011963,#7FC97F,Proteobacteria
NC_011963,#7FC97F,Proteobacteria
NC_011963,#7FC97F,Proteobacteria
NC_011969,#E6AB02,Firmicutes
NC_011969,#E6AB02,Firmicutes
NC_011969,#E6AB02,Firmicutes
NC_011969,#E6AB02,Firmicutes
NC_011969,#E6AB02,Firmicutes
NC_011979,#7FC97F,Proteobacteria
NC_011985,#7FC97F,Proteobacteria
NC_011985,#7FC97F,Proteobacteria
NC_011985,#7FC97F,Proteobacteria
NC_011985,#7FC97F,Proteobacteria
NC_011985,#7FC97F,Proteobacteria
NC_011985,#7FC97F,Proteobacteria
NC_011989,#7FC97F,Proteobacteria
NC_011989,#7FC97F,Proteobacteria
NC_011989,#7FC97F,Proteobacteria
NC_011989,#7FC97F,Proteobacteria
NC_011989,#7FC97F,Proteobacteria
NC_011989,#7FC97F,Proteobacteria
NC_011989,#7FC97F,Proteobacteria
NC_011989,#7FC97F,Proteobacteria
NC_011992,#7FC97F,Proteobacteria
NC_011992,#7FC97F,Proteobacteria
NC_011992,#7FC97F,Proteobacteria
NC_011992,#7FC97F,Proteobacteria
NC_012004,#E6AB02,Firmicutes
NC_012039,#7FC97F,Proteobacteria
NC_012039,#7FC97F,Proteobacteria
NC_012207,#F4CAE4,Actinobacteria
NC_012207,#F4CAE4,Actinobacteria
NC_012214,#7FC97F,Proteobacteria
NC_012214,#7FC97F,Proteobacteria
NC_012214,#7FC97F,Proteobacteria
NC_012214,#7FC97F,Proteobacteria
NC_012214,#7FC97F,Proteobacteria
NC_012438,#DECBE4,Aquificae
NC_012438,#DECBE4,Aquificae
NC_012472,#E6AB02,Firmicutes
NC_012472,#E6AB02,Firmicutes
NC_012472,#E6AB02,Firmicutes
NC_012472,#E6AB02,Firmicutes
NC_012483,#FDB462,Acidobacteria
NC_012483,#FDB462,Acidobacteria
NC_012488,#E6AB02,Firmicutes
NC_012489,#B3DE69,Gemmatimonadetes
NC_012489,#B3DE69,Gemmatimonadetes
NC_012489,#B3DE69,Gemmatimonadetes
NC_012491,#E6AB02,Firmicutes
NC_012491,#E6AB02,Firmicutes
NC_012491,#E6AB02,Firmicutes
NC_012522,#F4CAE4,Actinobacteria
NC_012522,#F4CAE4,Actinobacteria
NC_012522,#F4CAE4,Actinobacteria
NC_012522,#F4CAE4,Actinobacteria
NC_012522,#F4CAE4,Actinobacteria
NC_012522,#F4CAE4,Actinobacteria
NC_012522,#F4CAE4,Actinobacteria
NC_012522,#F4CAE4,Actinobacteria
NC_012522,#F4CAE4,Actinobacteria
NC_012522,#F4CAE4,Actinobacteria
NC_012526,#E31A1C,Deinococcus-Thermus
NC_012526,#E31A1C,Deinococcus-Thermus
NC_012526,#E31A1C,Deinococcus-Thermus
NC_012526,#E31A1C,Deinococcus-Thermus
NC_012560,#7FC97F,Proteobacteria
NC_012560,#7FC97F,Proteobacteria
NC_012560,#7FC97F,Proteobacteria
NC_012563,#E6AB02,Firmicutes
NC_012563,#E6AB02,Firmicutes
NC_012632,#E78AC3,Crenarchaeota
NC_012658,#E6AB02,Firmicutes
NC_012658,#E6AB02,Firmicutes
NC_012658,#E6AB02,Firmicutes
NC_012659,#E6AB02,Firmicutes
NC_012659,#E6AB02,Firmicutes
NC_012659,#E6AB02,Firmicutes
NC_012659,#E6AB02,Firmicutes
NC_012659,#E6AB02,Firmicutes
NC_012660,#7FC97F,Proteobacteria
NC_012660,#7FC97F,Proteobacteria
NC_012669,#F4CAE4,Actinobacteria
NC_012673,#E6AB02,Firmicutes
NC_012724,#7FC97F,Proteobacteria
NC_012724,#7FC97F,Proteobacteria
NC_012724,#7FC97F,Proteobacteria
NC_012724,#7FC97F,Proteobacteria
NC_012724,#7FC97F,Proteobacteria
NC_012724,#7FC97F,Proteobacteria
NC_012724,#7FC97F,Proteobacteria
NC_012724,#7FC97F,Proteobacteria
NC_012726,#E78AC3,Crenarchaeota
NC_012731,#7FC97F,Proteobacteria
NC_012731,#7FC97F,Proteobacteria
NC_012731,#7FC97F,Proteobacteria
NC_012731,#7FC97F,Proteobacteria
NC_012778,#E6AB02,Firmicutes
NC_012778,#E6AB02,Firmicutes
NC_012778,#E6AB02,Firmicutes
NC_012791,#7FC97F,Proteobacteria
NC_012791,#7FC97F,Proteobacteria
NC_012791,#7FC97F,Proteobacteria
NC_012791,#7FC97F,Proteobacteria
NC_012796,#7FC97F,Proteobacteria
NC_012796,#7FC97F,Proteobacteria
NC_012796,#7FC97F,Proteobacteria
NC_012803,#F4CAE4,Actinobacteria
NC_012850,#7FC97F,Proteobacteria
NC_012850,#7FC97F,Proteobacteria
NC_012850,#7FC97F,Proteobacteria
NC_012850,#7FC97F,Proteobacteria
NC_012850,#7FC97F,Proteobacteria
NC_012850,#7FC97F,Proteobacteria
NC_012856,#7FC97F,Proteobacteria
NC_012856,#7FC97F,Proteobacteria
NC_012856,#7FC97F,Proteobacteria
NC_012856,#7FC97F,Proteobacteria
NC_012856,#7FC97F,Proteobacteria
NC_012856,#7FC97F,Proteobacteria
NC_012856,#7FC97F,Proteobacteria
NC_012856,#7FC97F,Proteobacteria
NC_012881,#7FC97F,Proteobacteria
NC_012881,#7FC97F,Proteobacteria
NC_012917,#7FC97F,Proteobacteria
NC_012918,#7FC97F,Proteobacteria
NC_012918,#7FC97F,Proteobacteria
NC_012947,#7FC97F,Proteobacteria
NC_012947,#7FC97F,Proteobacteria
NC_012947,#7FC97F,Proteobacteria
NC_012967,#7FC97F,Proteobacteria
NC_012967,#7FC97F,Proteobacteria
NC_012967,#7FC97F,Proteobacteria
NC_012971,#7FC97F,Proteobacteria
NC_012971,#7FC97F,Proteobacteria
NC_012971,#7FC97F,Proteobacteria
NC_012988,#7FC97F,Proteobacteria
NC_012988,#7FC97F,Proteobacteria
NC_012988,#7FC97F,Proteobacteria
NC_012988,#7FC97F,Proteobacteria
NC_012988,#7FC97F,Proteobacteria
NC_012988,#7FC97F,Proteobacteria
NC_012988,#7FC97F,Proteobacteria
NC_012988,#7FC97F,Proteobacteria
NC_012988,#7FC97F,Proteobacteria
NC_013016,#7FC97F,Proteobacteria
NC_013061,black,Bacteroidetes
NC_013061,black,Bacteroidetes
NC_013062,black,Bacteroidetes
NC_013119,#7FC97F,Proteobacteria
NC_013119,#7FC97F,Proteobacteria
NC_013131,#F4CAE4,Actinobacteria
NC_013132,black,Bacteroidetes
NC_013132,black,Bacteroidetes
NC_013132,black,Bacteroidetes
NC_013159,#F4CAE4,Actinobacteria
NC_013161,#B3CDE3,Cyanobacteria
NC_013161,#B3CDE3,Cyanobacteria
NC_013161,#B3CDE3,Cyanobacteria
NC_013161,#B3CDE3,Cyanobacteria
NC_013161,#B3CDE3,Cyanobacteria
NC_013161,#B3CDE3,Cyanobacteria
NC_013161,#B3CDE3,Cyanobacteria
NC_013173,#7FC97F,Proteobacteria
NC_013173,#7FC97F,Proteobacteria
NC_013194,#7FC97F,Proteobacteria
NC_013194,#7FC97F,Proteobacteria
NC_013194,#7FC97F,Proteobacteria
NC_013194,#7FC97F,Proteobacteria
NC_013194,#7FC97F,Proteobacteria
NC_013202,#FB9A99,Euryarchaeota
NC_013202,#FB9A99,Euryarchaeota
NC_013209,#7FC97F,Proteobacteria
NC_013209,#7FC97F,Proteobacteria
NC_013209,#7FC97F,Proteobacteria
NC_013209,#7FC97F,Proteobacteria
NC_013209,#7FC97F,Proteobacteria
NC_013209,#7FC97F,Proteobacteria
NC_013209,#7FC97F,Proteobacteria
NC_013355,#7FC97F,Proteobacteria
NC_013355,#7FC97F,Proteobacteria
NC_013355,#7FC97F,Proteobacteria
NC_013355,#7FC97F,Proteobacteria
NC_013355,#7FC97F,Proteobacteria
NC_013355,#7FC97F,Proteobacteria
NC_013421,#7FC97F,Proteobacteria
NC_013446,#7FC97F,Proteobacteria
NC_013446,#7FC97F,Proteobacteria
NC_013446,#7FC97F,Proteobacteria
NC_013446,#7FC97F,Proteobacteria
NC_013446,#7FC97F,Proteobacteria
NC_013510,#F4CAE4,Actinobacteria
NC_013512,#7FC97F,Proteobacteria
NC_013525,#A65628,Terrabacteria_group
NC_013525,#A65628,Terrabacteria_group
NC_013530,#F4CAE4,Actinobacteria
NC_013530,#F4CAE4,Actinobacteria
NC_013552,#999999,Chloroflexi
NC_013552,#999999,Chloroflexi
NC_013552,#999999,Chloroflexi
NC_013592,#7FC97F,Proteobacteria
NC_013592,#7FC97F,Proteobacteria
NC_013592,#7FC97F,Proteobacteria
NC_013595,#F4CAE4,Actinobacteria
NC_013595,#F4CAE4,Actinobacteria
NC_013722,#7FC97F,Proteobacteria
NC_013722,#7FC97F,Proteobacteria
NC_013722,#7FC97F,Proteobacteria
NC_013722,#7FC97F,Proteobacteria
NC_013729,#F4CAE4,Actinobacteria
NC_013729,#F4CAE4,Actinobacteria
NC_013743,#FB9A99,Euryarchaeota
NC_013743,#FB9A99,Euryarchaeota
NC_013743,#FB9A99,Euryarchaeota
NC_013743,#FB9A99,Euryarchaeota
NC_013743,#FB9A99,Euryarchaeota
NC_013743,#FB9A99,Euryarchaeota
NC_013743,#FB9A99,Euryarchaeota
NC_013743,#FB9A99,Euryarchaeota
NC_013766,#E6AB02,Firmicutes
NC_013766,#E6AB02,Firmicutes
NC_013768,#E6AB02,Firmicutes
NC_013791,#E6AB02,Firmicutes
NC_013791,#E6AB02,Firmicutes
NC_013791,#E6AB02,Firmicutes
NC_013791,#E6AB02,Firmicutes
NC_013850,#7FC97F,Proteobacteria
NC_013850,#7FC97F,Proteobacteria
NC_013850,#7FC97F,Proteobacteria
NC_013854,#7FC97F,Proteobacteria
NC_013854,#7FC97F,Proteobacteria
NC_013854,#7FC97F,Proteobacteria
NC_013854,#7FC97F,Proteobacteria
NC_013854,#7FC97F,Proteobacteria
NC_013854,#7FC97F,Proteobacteria
NC_013854,#7FC97F,Proteobacteria
NC_013854,#7FC97F,Proteobacteria
NC_013854,#7FC97F,Proteobacteria
NC_013861,#7FC97F,Proteobacteria
NC_013861,#7FC97F,Proteobacteria
NC_013890,#999999,Chloroflexi
NC_013890,#999999,Chloroflexi
NC_013890,#999999,Chloroflexi
NC_013891,#E6AB02,Firmicutes
NC_013892,#7FC97F,Proteobacteria
NC_013921,#E6AB02,Firmicutes
NC_013929,#F4CAE4,Actinobacteria
NC_013941,#7FC97F,Proteobacteria
NC_013941,#7FC97F,Proteobacteria
NC_013941,#7FC97F,Proteobacteria
NC_013941,#7FC97F,Proteobacteria
NC_013943,#CCCCCC,Deferribacteres
NC_013943,#CCCCCC,Deferribacteres
NC_013943,#CCCCCC,Deferribacteres
NC_013947,#F4CAE4,Actinobacteria
NC_013947,#F4CAE4,Actinobacteria
NC_013947,#F4CAE4,Actinobacteria
NC_013947,#F4CAE4,Actinobacteria
NC_013947,#F4CAE4,Actinobacteria
NC_013961,#7FC97F,Proteobacteria
NC_013961,#7FC97F,Proteobacteria
NC_013967,#FB9A99,Euryarchaeota
NC_013967,#FB9A99,Euryarchaeota
NC_013967,#FB9A99,Euryarchaeota
NC_013967,#FB9A99,Euryarchaeota
NC_013967,#FB9A99,Euryarchaeota
NC_013971,#7FC97F,Proteobacteria
NC_013971,#7FC97F,Proteobacteria
NC_013971,#7FC97F,Proteobacteria
NC_014002,#FB9A99,Euryarchaeota
NC_014006,#7FC97F,Proteobacteria
NC_014006,#7FC97F,Proteobacteria
NC_014006,#7FC97F,Proteobacteria
NC_014006,#7FC97F,Proteobacteria
NC_014006,#7FC97F,Proteobacteria
NC_014006,#7FC97F,Proteobacteria
NC_014006,#7FC97F,Proteobacteria
NC_014006,#7FC97F,Proteobacteria
NC_014019,#E6AB02,Firmicutes
NC_014019,#E6AB02,Firmicutes
NC_014019,#E6AB02,Firmicutes
NC_014019,#E6AB02,Firmicutes
NC_014019,#E6AB02,Firmicutes
NC_014019,#E6AB02,Firmicutes
NC_014019,#E6AB02,Firmicutes
NC_014019,#E6AB02,Firmicutes
NC_014019,#E6AB02,Firmicutes
NC_014019,#E6AB02,Firmicutes
NC_014019,#E6AB02,Firmicutes
NC_014034,#7FC97F,Proteobacteria
NC_014034,#7FC97F,Proteobacteria
NC_014100,#7FC97F,Proteobacteria
NC_014100,#7FC97F,Proteobacteria
NC_014100,#7FC97F,Proteobacteria
NC_014100,#7FC97F,Proteobacteria
NC_014100,#7FC97F,Proteobacteria
NC_014100,#7FC97F,Proteobacteria
NC_014103,#E6AB02,Firmicutes
NC_014103,#E6AB02,Firmicutes
NC_014103,#E6AB02,Firmicutes
NC_014117,#7FC97F,Proteobacteria
NC_014117,#7FC97F,Proteobacteria
NC_014117,#7FC97F,Proteobacteria
NC_014117,#7FC97F,Proteobacteria
NC_014117,#7FC97F,Proteobacteria
NC_014125,#7FC97F,Proteobacteria
NC_014145,#7FC97F,Proteobacteria
NC_014145,#7FC97F,Proteobacteria
NC_014145,#7FC97F,Proteobacteria
NC_014145,#7FC97F,Proteobacteria
NC_014145,#7FC97F,Proteobacteria
NC_014151,#F4CAE4,Actinobacteria
NC_014151,#F4CAE4,Actinobacteria
NC_014153,#7FC97F,Proteobacteria
NC_014153,#7FC97F,Proteobacteria
NC_014153,#7FC97F,Proteobacteria
NC_014153,#7FC97F,Proteobacteria
NC_014158,#F4CAE4,Actinobacteria
NC_014158,#F4CAE4,Actinobacteria
NC_014158,#F4CAE4,Actinobacteria
NC_014166,#7FC97F,Proteobacteria
NC_014166,#7FC97F,Proteobacteria
NC_014171,#E6AB02,Firmicutes
NC_014171,#E6AB02,Firmicutes
NC_014171,#E6AB02,Firmicutes
NC_014171,#E6AB02,Firmicutes
