DATASET_TEXT
SEPARATOR COMMA
DATASET_LABEL,phylum name
COLOR,#ff0000

#the following fields are possible for each node:
#ID,label,position,color,style,size_factor,rotation

#position defines the position of the text label on the tree:
#  -1 = external label
#  a number between 0 and 1 = internal label positioned at the specified value along the node branch (for example, position 0 is exactly at the start of node branch, position 0.5 is in the middle, and position 1 is at the end)
#style can be 'normal',''bold','italic' or 'bold-italic'
#size factor will be multiplied with the standard font size

DATA
#NCBI.ID.x,Phylum,outside,Color,font,size
NC_008609,Proteobacteria,-1,#7FC97F,normal,1
NC_008609,Proteobacteria,-1,#7FC97F,normal,1
NC_008609,Proteobacteria,-1,#7FC97F,normal,1
NC_008639,Chlorobi,-1,#1F78B4,normal,1
NC_008639,Chlorobi,-1,#1F78B4,normal,1
NC_008639,Chlorobi,-1,#1F78B4,normal,1
NC_008699,Actinobacteria,-1,#F4CAE4,normal,1
NC_008699,Actinobacteria,-1,#F4CAE4,normal,1
NC_008699,Actinobacteria,-1,#F4CAE4,normal,1
NC_008700,Proteobacteria,-1,#7FC97F,normal,1
NC_008700,Proteobacteria,-1,#7FC97F,normal,1
NC_008702,Proteobacteria,-1,#7FC97F,normal,1
NC_008702,Proteobacteria,-1,#7FC97F,normal,1
NC_008702,Proteobacteria,-1,#7FC97F,normal,1
NC_008705,Actinobacteria,-1,#F4CAE4,normal,1
NC_008705,Actinobacteria,-1,#F4CAE4,normal,1
NC_008705,Actinobacteria,-1,#F4CAE4,normal,1
NC_008705,Actinobacteria,-1,#F4CAE4,normal,1
NC_008705,Actinobacteria,-1,#F4CAE4,normal,1
NC_008710,Spirochaetes,-1,#F0027F,normal,1
NC_008710,Spirochaetes,-1,#F0027F,normal,1
NC_008710,Spirochaetes,-1,#F0027F,normal,1
NC_008710,Spirochaetes,-1,#F0027F,normal,1
NC_008710,Spirochaetes,-1,#F0027F,normal,1
NC_008710,Spirochaetes,-1,#F0027F,normal,1
NC_008710,Spirochaetes,-1,#F0027F,normal,1
NC_008710,Spirochaetes,-1,#F0027F,normal,1
NC_008710,Spirochaetes,-1,#F0027F,normal,1
NC_008711,Actinobacteria,-1,#F4CAE4,normal,1
NC_008711,Actinobacteria,-1,#F4CAE4,normal,1
NC_008711,Actinobacteria,-1,#F4CAE4,normal,1
NC_008740,Proteobacteria,-1,#7FC97F,normal,1
NC_008740,Proteobacteria,-1,#7FC97F,normal,1
NC_008740,Proteobacteria,-1,#7FC97F,normal,1
NC_008740,Proteobacteria,-1,#7FC97F,normal,1
NC_008752,Proteobacteria,-1,#7FC97F,normal,1
NC_008752,Proteobacteria,-1,#7FC97F,normal,1
NC_008781,Proteobacteria,-1,#7FC97F,normal,1
NC_008781,Proteobacteria,-1,#7FC97F,normal,1
NC_008781,Proteobacteria,-1,#7FC97F,normal,1
NC_008781,Proteobacteria,-1,#7FC97F,normal,1
NC_008781,Proteobacteria,-1,#7FC97F,normal,1
NC_008781,Proteobacteria,-1,#7FC97F,normal,1
NC_008781,Proteobacteria,-1,#7FC97F,normal,1
NC_008781,Proteobacteria,-1,#7FC97F,normal,1
NC_008781,Proteobacteria,-1,#7FC97F,normal,1
NC_008781,Proteobacteria,-1,#7FC97F,normal,1
NC_008782,Proteobacteria,-1,#7FC97F,normal,1
NC_008782,Proteobacteria,-1,#7FC97F,normal,1
NC_008782,Proteobacteria,-1,#7FC97F,normal,1
NC_008782,Proteobacteria,-1,#7FC97F,normal,1
NC_008782,Proteobacteria,-1,#7FC97F,normal,1
NC_008782,Proteobacteria,-1,#7FC97F,normal,1
NC_008786,Proteobacteria,-1,#7FC97F,normal,1
NC_008786,Proteobacteria,-1,#7FC97F,normal,1
NC_008789,Proteobacteria,-1,#7FC97F,normal,1
NC_008789,Proteobacteria,-1,#7FC97F,normal,1
NC_008789,Proteobacteria,-1,#7FC97F,normal,1
NC_008825,Proteobacteria,-1,#7FC97F,normal,1
NC_008825,Proteobacteria,-1,#7FC97F,normal,1
NC_008825,Proteobacteria,-1,#7FC97F,normal,1
NC_009012,Firmicutes,-1,#E6AB02,normal,1
NC_009049,Proteobacteria,-1,#7FC97F,normal,1
NC_009049,Proteobacteria,-1,#7FC97F,normal,1
NC_009049,Proteobacteria,-1,#7FC97F,normal,1
NC_009049,Proteobacteria,-1,#7FC97F,normal,1
NC_009050,Proteobacteria,-1,#7FC97F,normal,1
NC_009050,Proteobacteria,-1,#7FC97F,normal,1
NC_009050,Proteobacteria,-1,#7FC97F,normal,1
NC_009050,Proteobacteria,-1,#7FC97F,normal,1
NC_009074,Proteobacteria,-1,#7FC97F,normal,1
NC_009074,Proteobacteria,-1,#7FC97F,normal,1
NC_009074,Proteobacteria,-1,#7FC97F,normal,1
NC_009075,Proteobacteria,-1,#7FC97F,normal,1
NC_009075,Proteobacteria,-1,#7FC97F,normal,1
NC_009075,Proteobacteria,-1,#7FC97F,normal,1
NC_009076,Proteobacteria,-1,#7FC97F,normal,1
NC_009076,Proteobacteria,-1,#7FC97F,normal,1
NC_009076,Proteobacteria,-1,#7FC97F,normal,1
NC_009077,Actinobacteria,-1,#F4CAE4,normal,1
NC_009077,Actinobacteria,-1,#F4CAE4,normal,1
NC_009077,Actinobacteria,-1,#F4CAE4,normal,1
NC_009077,Actinobacteria,-1,#F4CAE4,normal,1
NC_009078,Proteobacteria,-1,#7FC97F,normal,1
NC_009078,Proteobacteria,-1,#7FC97F,normal,1
NC_009078,Proteobacteria,-1,#7FC97F,normal,1
NC_009142,Actinobacteria,-1,#F4CAE4,normal,1
NC_009254,Proteobacteria,-1,#7FC97F,normal,1
NC_009254,Proteobacteria,-1,#7FC97F,normal,1
NC_009254,Proteobacteria,-1,#7FC97F,normal,1
NC_009254,Proteobacteria,-1,#7FC97F,normal,1
NC_009254,Proteobacteria,-1,#7FC97F,normal,1
NC_009254,Proteobacteria,-1,#7FC97F,normal,1
NC_009254,Proteobacteria,-1,#7FC97F,normal,1
NC_009254,Proteobacteria,-1,#7FC97F,normal,1
NC_009254,Proteobacteria,-1,#7FC97F,normal,1
NC_009254,Proteobacteria,-1,#7FC97F,normal,1
NC_009255,Proteobacteria,-1,#7FC97F,normal,1
NC_009255,Proteobacteria,-1,#7FC97F,normal,1
NC_009255,Proteobacteria,-1,#7FC97F,normal,1
NC_009255,Proteobacteria,-1,#7FC97F,normal,1
NC_009255,Proteobacteria,-1,#7FC97F,normal,1
NC_009255,Proteobacteria,-1,#7FC97F,normal,1
NC_009255,Proteobacteria,-1,#7FC97F,normal,1
NC_009255,Proteobacteria,-1,#7FC97F,normal,1
NC_009255,Proteobacteria,-1,#7FC97F,normal,1
NC_009255,Proteobacteria,-1,#7FC97F,normal,1
NC_009256,Proteobacteria,-1,#7FC97F,normal,1
NC_009256,Proteobacteria,-1,#7FC97F,normal,1
NC_009256,Proteobacteria,-1,#7FC97F,normal,1
NC_009256,Proteobacteria,-1,#7FC97F,normal,1
NC_009256,Proteobacteria,-1,#7FC97F,normal,1
NC_009256,Proteobacteria,-1,#7FC97F,normal,1
NC_009256,Proteobacteria,-1,#7FC97F,normal,1
NC_009256,Proteobacteria,-1,#7FC97F,normal,1
NC_009256,Proteobacteria,-1,#7FC97F,normal,1
NC_009256,Proteobacteria,-1,#7FC97F,normal,1
NC_009328,Firmicutes,-1,#E6AB02,normal,1
NC_009328,Firmicutes,-1,#E6AB02,normal,1
NC_009328,Firmicutes,-1,#E6AB02,normal,1
NC_009328,Firmicutes,-1,#E6AB02,normal,1
NC_009338,Actinobacteria,-1,#F4CAE4,normal,1
NC_009338,Actinobacteria,-1,#F4CAE4,normal,1
NC_009338,Actinobacteria,-1,#F4CAE4,normal,1
NC_009338,Actinobacteria,-1,#F4CAE4,normal,1
NC_009338,Actinobacteria,-1,#F4CAE4,normal,1
NC_009338,Actinobacteria,-1,#F4CAE4,normal,1
NC_009338,Actinobacteria,-1,#F4CAE4,normal,1
NC_009342,Actinobacteria,-1,#F4CAE4,normal,1
NC_009342,Actinobacteria,-1,#F4CAE4,normal,1
NC_009342,Actinobacteria,-1,#F4CAE4,normal,1
NC_009342,Actinobacteria,-1,#F4CAE4,normal,1
NC_009380,Actinobacteria,-1,#F4CAE4,normal,1
NC_009428,Proteobacteria,-1,#7FC97F,normal,1
NC_009428,Proteobacteria,-1,#7FC97F,normal,1
NC_009428,Proteobacteria,-1,#7FC97F,normal,1
NC_009428,Proteobacteria,-1,#7FC97F,normal,1
NC_009428,Proteobacteria,-1,#7FC97F,normal,1
NC_009428,Proteobacteria,-1,#7FC97F,normal,1
NC_009434,Proteobacteria,-1,#7FC97F,normal,1
NC_009434,Proteobacteria,-1,#7FC97F,normal,1
NC_009434,Proteobacteria,-1,#7FC97F,normal,1
NC_009434,Proteobacteria,-1,#7FC97F,normal,1
NC_009436,Proteobacteria,-1,#7FC97F,normal,1
NC_009436,Proteobacteria,-1,#7FC97F,normal,1
NC_009436,Proteobacteria,-1,#7FC97F,normal,1
NC_009438,Proteobacteria,-1,#7FC97F,normal,1
NC_009438,Proteobacteria,-1,#7FC97F,normal,1
NC_009438,Proteobacteria,-1,#7FC97F,normal,1
NC_009438,Proteobacteria,-1,#7FC97F,normal,1
NC_009438,Proteobacteria,-1,#7FC97F,normal,1
NC_009438,Proteobacteria,-1,#7FC97F,normal,1
NC_009438,Proteobacteria,-1,#7FC97F,normal,1
NC_009439,Proteobacteria,-1,#7FC97F,normal,1
NC_009439,Proteobacteria,-1,#7FC97F,normal,1
NC_009441,Bacteroidetes,-1,black,normal,1
NC_009441,Bacteroidetes,-1,black,normal,1
NC_009441,Bacteroidetes,-1,black,normal,1
NC_009441,Bacteroidetes,-1,black,normal,1
NC_009445,Proteobacteria,-1,#7FC97F,normal,1
NC_009455,Chloroflexi,-1,#999999,normal,1
NC_009455,Chloroflexi,-1,#999999,normal,1
NC_009455,Chloroflexi,-1,#999999,normal,1
NC_009480,Actinobacteria,-1,#F4CAE4,normal,1
NC_009480,Actinobacteria,-1,#F4CAE4,normal,1
NC_009480,Actinobacteria,-1,#F4CAE4,normal,1
NC_009483,Proteobacteria,-1,#7FC97F,normal,1
NC_009483,Proteobacteria,-1,#7FC97F,normal,1
NC_009483,Proteobacteria,-1,#7FC97F,normal,1
NC_009484,Proteobacteria,-1,#7FC97F,normal,1
NC_009484,Proteobacteria,-1,#7FC97F,normal,1
NC_009484,Proteobacteria,-1,#7FC97F,normal,1
NC_009484,Proteobacteria,-1,#7FC97F,normal,1
NC_009484,Proteobacteria,-1,#7FC97F,normal,1
NC_009484,Proteobacteria,-1,#7FC97F,normal,1
NC_009484,Proteobacteria,-1,#7FC97F,normal,1
NC_009484,Proteobacteria,-1,#7FC97F,normal,1
NC_009484,Proteobacteria,-1,#7FC97F,normal,1
NC_009484,Proteobacteria,-1,#7FC97F,normal,1
NC_009494,Proteobacteria,-1,#7FC97F,normal,1
NC_009504,Proteobacteria,-1,#7FC97F,normal,1
NC_009504,Proteobacteria,-1,#7FC97F,normal,1
NC_009505,Proteobacteria,-1,#7FC97F,normal,1
NC_009505,Proteobacteria,-1,#7FC97F,normal,1
NC_009511,Proteobacteria,-1,#7FC97F,normal,1
NC_009511,Proteobacteria,-1,#7FC97F,normal,1
NC_009511,Proteobacteria,-1,#7FC97F,normal,1
NC_009511,Proteobacteria,-1,#7FC97F,normal,1
NC_009512,Proteobacteria,-1,#7FC97F,normal,1
NC_009512,Proteobacteria,-1,#7FC97F,normal,1
NC_009524,Proteobacteria,-1,#7FC97F,normal,1
NC_009524,Proteobacteria,-1,#7FC97F,normal,1
NC_009524,Proteobacteria,-1,#7FC97F,normal,1
NC_009524,Proteobacteria,-1,#7FC97F,normal,1
NC_009565,Actinobacteria,-1,#F4CAE4,normal,1
NC_009565,Actinobacteria,-1,#F4CAE4,normal,1
NC_009617,Firmicutes,-1,#E6AB02,normal,1
NC_009617,Firmicutes,-1,#E6AB02,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009648,Proteobacteria,-1,#7FC97F,normal,1
NC_009654,Proteobacteria,-1,#7FC97F,normal,1
NC_009659,Proteobacteria,-1,#7FC97F,normal,1
NC_009659,Proteobacteria,-1,#7FC97F,normal,1
NC_009664,Actinobacteria,-1,#F4CAE4,normal,1
NC_009664,Actinobacteria,-1,#F4CAE4,normal,1
NC_009664,Actinobacteria,-1,#F4CAE4,normal,1
NC_009667,Proteobacteria,-1,#7FC97F,normal,1
NC_009667,Proteobacteria,-1,#7FC97F,normal,1
NC_009667,Proteobacteria,-1,#7FC97F,normal,1
NC_009667,Proteobacteria,-1,#7FC97F,normal,1
NC_009667,Proteobacteria,-1,#7FC97F,normal,1
NC_009667,Proteobacteria,-1,#7FC97F,normal,1
NC_009667,Proteobacteria,-1,#7FC97F,normal,1
NC_009668,Proteobacteria,-1,#7FC97F,normal,1
NC_009668,Proteobacteria,-1,#7FC97F,normal,1
NC_009668,Proteobacteria,-1,#7FC97F,normal,1
NC_009668,Proteobacteria,-1,#7FC97F,normal,1
NC_009668,Proteobacteria,-1,#7FC97F,normal,1
NC_009668,Proteobacteria,-1,#7FC97F,normal,1
NC_009668,Proteobacteria,-1,#7FC97F,normal,1
NC_009674,Firmicutes,-1,#E6AB02,normal,1
NC_009674,Firmicutes,-1,#E6AB02,normal,1
NC_009674,Firmicutes,-1,#E6AB02,normal,1
NC_009675,Proteobacteria,-1,#7FC97F,normal,1
NC_009698,Firmicutes,-1,#E6AB02,normal,1
NC_009698,Firmicutes,-1,#E6AB02,normal,1
NC_009706,Firmicutes,-1,#E6AB02,normal,1
NC_009706,Firmicutes,-1,#E6AB02,normal,1
NC_009715,Proteobacteria,-1,#7FC97F,normal,1
NC_009720,Proteobacteria,-1,#7FC97F,normal,1
NC_009720,Proteobacteria,-1,#7FC97F,normal,1
NC_009720,Proteobacteria,-1,#7FC97F,normal,1
NC_009720,Proteobacteria,-1,#7FC97F,normal,1
NC_009720,Proteobacteria,-1,#7FC97F,normal,1
NC_009720,Proteobacteria,-1,#7FC97F,normal,1
NC_009725,Firmicutes,-1,#E6AB02,normal,1
NC_009725,Firmicutes,-1,#E6AB02,normal,1
NC_009792,Proteobacteria,-1,#7FC97F,normal,1
NC_009792,Proteobacteria,-1,#7FC97F,normal,1
NC_009792,Proteobacteria,-1,#7FC97F,normal,1
NC_009802,Proteobacteria,-1,#7FC97F,normal,1
NC_009802,Proteobacteria,-1,#7FC97F,normal,1
NC_009802,Proteobacteria,-1,#7FC97F,normal,1
NC_009832,Proteobacteria,-1,#7FC97F,normal,1
NC_009832,Proteobacteria,-1,#7FC97F,normal,1
NC_009832,Proteobacteria,-1,#7FC97F,normal,1
NC_009832,Proteobacteria,-1,#7FC97F,normal,1
NC_009848,Firmicutes,-1,#E6AB02,normal,1
NC_009943,Proteobacteria,-1,#7FC97F,normal,1
NC_009943,Proteobacteria,-1,#7FC97F,normal,1
NC_009943,Proteobacteria,-1,#7FC97F,normal,1
NC_009953,Actinobacteria,-1,#F4CAE4,normal,1
NC_010001,Firmicutes,-1,#E6AB02,normal,1
NC_010001,Firmicutes,-1,#E6AB02,normal,1
NC_010002,Proteobacteria,-1,#7FC97F,normal,1
NC_010002,Proteobacteria,-1,#7FC97F,normal,1
NC_010002,Proteobacteria,-1,#7FC97F,normal,1
NC_010002,Proteobacteria,-1,#7FC97F,normal,1
NC_010002,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010084,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010086,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010087,Proteobacteria,-1,#7FC97F,normal,1
NC_010103,Proteobacteria,-1,#7FC97F,normal,1
NC_010103,Proteobacteria,-1,#7FC97F,normal,1
NC_010104,Proteobacteria,-1,#7FC97F,normal,1
NC_010104,Proteobacteria,-1,#7FC97F,normal,1
NC_010162,Proteobacteria,-1,#7FC97F,normal,1
NC_010163,Tenericutes,-1,#CCEBC5,normal,1
NC_010167,Proteobacteria,-1,#7FC97F,normal,1
NC_010167,Proteobacteria,-1,#7FC97F,normal,1
NC_010168,Actinobacteria,-1,#F4CAE4,normal,1
NC_010169,Proteobacteria,-1,#7FC97F,normal,1
NC_010169,Proteobacteria,-1,#7FC97F,normal,1
NC_010170,Proteobacteria,-1,#7FC97F,normal,1
NC_010170,Proteobacteria,-1,#7FC97F,normal,1
NC_010170,Proteobacteria,-1,#7FC97F,normal,1
NC_010170,Proteobacteria,-1,#7FC97F,normal,1
NC_010170,Proteobacteria,-1,#7FC97F,normal,1
NC_010170,Proteobacteria,-1,#7FC97F,normal,1
NC_010172,Proteobacteria,-1,#7FC97F,normal,1
NC_010172,Proteobacteria,-1,#7FC97F,normal,1
NC_010172,Proteobacteria,-1,#7FC97F,normal,1
NC_010172,Proteobacteria,-1,#7FC97F,normal,1
NC_010172,Proteobacteria,-1,#7FC97F,normal,1
NC_010184,Firmicutes,-1,#E6AB02,normal,1
NC_010184,Firmicutes,-1,#E6AB02,normal,1
NC_010184,Firmicutes,-1,#E6AB02,normal,1
NC_010184,Firmicutes,-1,#E6AB02,normal,1
NC_010184,Firmicutes,-1,#E6AB02,normal,1
NC_010184,Firmicutes,-1,#E6AB02,normal,1
NC_010184,Firmicutes,-1,#E6AB02,normal,1
NC_010320,Firmicutes,-1,#E6AB02,normal,1
NC_010321,Firmicutes,-1,#E6AB02,normal,1
NC_010322,Proteobacteria,-1,#7FC97F,normal,1
NC_010322,Proteobacteria,-1,#7FC97F,normal,1
NC_010322,Proteobacteria,-1,#7FC97F,normal,1
NC_010336,Proteobacteria,-1,#7FC97F,normal,1
NC_010336,Proteobacteria,-1,#7FC97F,normal,1
NC_010336,Proteobacteria,-1,#7FC97F,normal,1
NC_010337,Firmicutes,-1,#E6AB02,normal,1
NC_010338,Proteobacteria,-1,#7FC97F,normal,1
NC_010338,Proteobacteria,-1,#7FC97F,normal,1
NC_010338,Proteobacteria,-1,#7FC97F,normal,1
NC_010338,Proteobacteria,-1,#7FC97F,normal,1
NC_010424,Firmicutes,-1,#E6AB02,normal,1
NC_010465,Proteobacteria,-1,#7FC97F,normal,1
NC_010465,Proteobacteria,-1,#7FC97F,normal,1
NC_010468,Proteobacteria,-1,#7FC97F,normal,1
NC_010468,Proteobacteria,-1,#7FC97F,normal,1
NC_010468,Proteobacteria,-1,#7FC97F,normal,1
NC_010473,Proteobacteria,-1,#7FC97F,normal,1
NC_010473,Proteobacteria,-1,#7FC97F,normal,1
NC_010473,Proteobacteria,-1,#7FC97F,normal,1
NC_010501,Proteobacteria,-1,#7FC97F,normal,1
NC_010501,Proteobacteria,-1,#7FC97F,normal,1
NC_010501,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010505,Proteobacteria,-1,#7FC97F,normal,1
NC_010508,Proteobacteria,-1,#7FC97F,normal,1
NC_010508,Proteobacteria,-1,#7FC97F,normal,1
NC_010508,Proteobacteria,-1,#7FC97F,normal,1
NC_010508,Proteobacteria,-1,#7FC97F,normal,1
NC_010511,Proteobacteria,-1,#7FC97F,normal,1
NC_010511,Proteobacteria,-1,#7FC97F,normal,1
NC_010511,Proteobacteria,-1,#7FC97F,normal,1
NC_010511,Proteobacteria,-1,#7FC97F,normal,1
NC_010511,Proteobacteria,-1,#7FC97F,normal,1
NC_010512,Proteobacteria,-1,#7FC97F,normal,1
NC_010512,Proteobacteria,-1,#7FC97F,normal,1
NC_010512,Proteobacteria,-1,#7FC97F,normal,1
NC_010512,Proteobacteria,-1,#7FC97F,normal,1
NC_010515,Proteobacteria,-1,#7FC97F,normal,1
NC_010515,Proteobacteria,-1,#7FC97F,normal,1
NC_010515,Proteobacteria,-1,#7FC97F,normal,1
NC_010515,Proteobacteria,-1,#7FC97F,normal,1
NC_010516,Firmicutes,-1,#E6AB02,normal,1
NC_010516,Firmicutes,-1,#E6AB02,normal,1
NC_010520,Firmicutes,-1,#E6AB02,normal,1
NC_010520,Firmicutes,-1,#E6AB02,normal,1
NC_010524,Proteobacteria,-1,#7FC97F,normal,1
NC_010528,Proteobacteria,-1,#7FC97F,normal,1
NC_010528,Proteobacteria,-1,#7FC97F,normal,1
NC_010528,Proteobacteria,-1,#7FC97F,normal,1
NC_010528,Proteobacteria,-1,#7FC97F,normal,1
NC_010528,Proteobacteria,-1,#7FC97F,normal,1
NC_010530,Proteobacteria,-1,#7FC97F,normal,1
NC_010530,Proteobacteria,-1,#7FC97F,normal,1
NC_010530,Proteobacteria,-1,#7FC97F,normal,1
NC_010530,Proteobacteria,-1,#7FC97F,normal,1
NC_010530,Proteobacteria,-1,#7FC97F,normal,1
NC_010551,Proteobacteria,-1,#7FC97F,normal,1
NC_010551,Proteobacteria,-1,#7FC97F,normal,1
NC_010551,Proteobacteria,-1,#7FC97F,normal,1
NC_010551,Proteobacteria,-1,#7FC97F,normal,1
NC_010552,Proteobacteria,-1,#7FC97F,normal,1
NC_010552,Proteobacteria,-1,#7FC97F,normal,1
NC_010552,Proteobacteria,-1,#7FC97F,normal,1
NC_010552,Proteobacteria,-1,#7FC97F,normal,1
NC_010554,Proteobacteria,-1,#7FC97F,normal,1
NC_010554,Proteobacteria,-1,#7FC97F,normal,1
NC_010554,Proteobacteria,-1,#7FC97F,normal,1
NC_010556,Firmicutes,-1,#E6AB02,normal,1
NC_010556,Firmicutes,-1,#E6AB02,normal,1
NC_010556,Firmicutes,-1,#E6AB02,normal,1
NC_010557,Proteobacteria,-1,#7FC97F,normal,1
NC_010557,Proteobacteria,-1,#7FC97F,normal,1
NC_010557,Proteobacteria,-1,#7FC97F,normal,1
NC_010557,Proteobacteria,-1,#7FC97F,normal,1
NC_010571,Verrucomicrobia,-1,#666666,normal,1
NC_010571,Verrucomicrobia,-1,#666666,normal,1
NC_010571,Verrucomicrobia,-1,#666666,normal,1
NC_010572,Actinobacteria,-1,#F4CAE4,normal,1
NC_010572,Actinobacteria,-1,#F4CAE4,normal,1
NC_010577,Proteobacteria,-1,#7FC97F,normal,1
NC_010577,Proteobacteria,-1,#7FC97F,normal,1
NC_010581,Proteobacteria,-1,#7FC97F,normal,1
NC_010581,Proteobacteria,-1,#7FC97F,normal,1
NC_010581,Proteobacteria,-1,#7FC97F,normal,1
NC_010581,Proteobacteria,-1,#7FC97F,normal,1
NC_010581,Proteobacteria,-1,#7FC97F,normal,1
NC_010602,Spirochaetes,-1,#F0027F,normal,1
NC_010602,Spirochaetes,-1,#F0027F,normal,1
NC_010602,Spirochaetes,-1,#F0027F,normal,1
NC_010602,Spirochaetes,-1,#F0027F,normal,1
NC_010617,Actinobacteria,-1,#F4CAE4,normal,1
NC_010622,Proteobacteria,-1,#7FC97F,normal,1
NC_010622,Proteobacteria,-1,#7FC97F,normal,1
NC_010622,Proteobacteria,-1,#7FC97F,normal,1
NC_010622,Proteobacteria,-1,#7FC97F,normal,1
NC_010623,Proteobacteria,-1,#7FC97F,normal,1
NC_010623,Proteobacteria,-1,#7FC97F,normal,1
NC_010623,Proteobacteria,-1,#7FC97F,normal,1
NC_010623,Proteobacteria,-1,#7FC97F,normal,1
NC_010628,Cyanobacteria,-1,#B3CDE3,normal,1
NC_010628,Cyanobacteria,-1,#B3CDE3,normal,1
NC_010628,Cyanobacteria,-1,#B3CDE3,normal,1
NC_010628,Cyanobacteria,-1,#B3CDE3,normal,1
NC_010628,Cyanobacteria,-1,#B3CDE3,normal,1
NC_010628,Cyanobacteria,-1,#B3CDE3,normal,1
NC_010628,Cyanobacteria,-1,#B3CDE3,normal,1
NC_010634,Proteobacteria,-1,#7FC97F,normal,1
NC_010634,Proteobacteria,-1,#7FC97F,normal,1
NC_010634,Proteobacteria,-1,#7FC97F,normal,1
NC_010676,Proteobacteria,-1,#7FC97F,normal,1
NC_010676,Proteobacteria,-1,#7FC97F,normal,1
NC_010676,Proteobacteria,-1,#7FC97F,normal,1
NC_010676,Proteobacteria,-1,#7FC97F,normal,1
NC_010676,Proteobacteria,-1,#7FC97F,normal,1
NC_010676,Proteobacteria,-1,#7FC97F,normal,1
NC_010676,Proteobacteria,-1,#7FC97F,normal,1
NC_010677,Proteobacteria,-1,#7FC97F,normal,1
NC_010678,Proteobacteria,-1,#7FC97F,normal,1
NC_010678,Proteobacteria,-1,#7FC97F,normal,1
NC_010678,Proteobacteria,-1,#7FC97F,normal,1
NC_010681,Proteobacteria,-1,#7FC97F,normal,1
NC_010681,Proteobacteria,-1,#7FC97F,normal,1
NC_010681,Proteobacteria,-1,#7FC97F,normal,1
NC_010681,Proteobacteria,-1,#7FC97F,normal,1
NC_010681,Proteobacteria,-1,#7FC97F,normal,1
NC_010681,Proteobacteria,-1,#7FC97F,normal,1
