#,cen04,Iowa_agricultural01.3,Permafrost_Russia13.3,cen05,cen06,cen07,Mangrove70.3,Illinois_soil91.3,Mangrove02.3,Illinois_soybean40.3,Disney_preserve18.3,Permafrost_Canada23.3,California_grassland62.3,Brazilian_forest39.3,Iowa_agricultural00.3,cen01,Iowa_corn22.3,cen03,Iowa_prairie76.3,cen17,California_grassland15.3,Minnesota_creek45.3,Iowa_corn23.3,cen15,cen16,Wyoming_soil22.3,Iowa_prairie72.3,Brazilian_forest54.3,Illinois_soybean42.3,Permafrost_Canada45.3,Minnesota_creek46.3,Brazilian_forest95.3,cen10,Disney_preserve25.3,cen14,cen13,cen12,Iowa_prairie75.3
OTU_0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102702702702703,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745,0,0
OTU_0118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108108108108108,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0119,0.00350058343057176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000962463907603465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0120,0.0280046674445741,0,0,0,0.0078397212543554,0,0,0,0,0,0,0,0,0,0,0.0105871029836381,0,0,0,0.00693240901213172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173310225303293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0122,0,0,0.0240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587102983638114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796178343949045,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0126,0,0,0,0,0,0.00594648166501487,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0127,0,0,0,0,0,0,0,0,0,0,0,0.0257611241217799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0128,0,0,0,0,0,0.00396432111000991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796178343949045,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0129,0.00233372228704784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173243503368624,0,0.00335289186923722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0130,0.0058343057176196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693240901213172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274059910771192,0.00583864118895966,0,0,0,0,0,0,0,0,0,0,0,0.00367309458218549,0
OTU_0133,0.00116686114352392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530785562632696,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346620450606586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0135,0,0,0,0,0,0,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0136,0.00233372228704784,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519930675909879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345010615711253,0,0,0,0,0,0,0,0,0,0.00264550264550265,0.0129233511586453,0,0
OTU_0138,0,0,0,0.0098135426889107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0139,0.00933488914819136,0,0,0.00588812561334642,0,0,0,0,0,0,0,0,0,0,0,0.00673724735322425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00529100529100529,0,0,0
OTU_0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224719101123595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892857142857143,0,0,0,0,0,0,0
OTU_0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036144578313253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0143,0.00116686114352392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452358036573628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0144,0,0,0,0,0,0,0,0,0,0,0,0.00234192037470726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048780487804878,0,0,0,0,0,0,0,0
OTU_0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562632696390658,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168976005407232,0,0.00264550264550265,0,0.0101010101010101,0
OTU_0147,0,0,0.0481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446144040790312,0,0,0,0,0,0,0,0,0,0,0.00158730158730159,0,0.0169880624426079,0
OTU_0149,0.00350058343057176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693240901213172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746268656716418,0,0,0.036144578313253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616438356164384
OTU_0151,0,0,0,0,0,0,0,0,0,0,0,0.00936768149882904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048780487804878,0,0,0,0,0,0,0,0
OTU_0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142857142857143,0,0,0
OTU_0153,0,0,0,0,0,0,0,0,0,0,0.0125523012552301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280898876404494,0,0,0,0.0447761194029851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410958904109589
OTU_0155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126865671641791,0,0,0,0,0,0,0,0.129496402877698,0,0,0,0,0,0,0,0,0,0,0.0958904109589041
OTU_0156,0,0,0,0,0.000871080139372822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113636363636364,0,0,0,0,0,0
OTU_0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401069518716578,0,0
OTU_0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108349267049076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0159,0,0,0,0,0,0.00198216055500496,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447761194029851,0,0,0,0,0,0,0,0.0575539568345324,0,0,0,0,0,0,0,0,0,0,0.0547945205479452
OTU_0161,0,0,0,0.00392541707556428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132696390658174,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185774946921444,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311942959001783,0,0
OTU_0165,0.00700116686114352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0166,0,0,0,0,0.00174216027874564,0.00198216055500496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0167,0.00233372228704784,0,0,0,0,0.0158572844400396,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337952010814464,0,0.00317460317460317,0,0,0
OTU_0170,0.0280046674445741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0171,0,0,0,0,0,0,0,0,0,0,0.0125523012552301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0172,0,0,0,0.00196270853778214,0.000871080139372822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0173,0,0,0,0,0,0,0,0,0,0,0.0125523012552301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693240901213172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0175,0,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655737704918033,0,0,0,0,0,0,0,0,0,0
OTU_0177,0,0,0,0,0,0.00297324083250743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191204588910134,0.00398089171974522,0,0,0,0,0,0,0,0,0,0.00105820105820106,0,0,0
OTU_0179,0.00233372228704784,0,0,0.00196270853778214,0,0.00693756194251734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0180,0,0,0,0,0,0,0.00872093023255814,0,0.0114503816793893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951219512195122,0,0,0,0,0,0,0,0
OTU_0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288739172281039,0,0.010896898575021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082855321861058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265392781316348,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127469725940089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0187,0.0186697782963827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557324840764331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0189,0,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0190,0,0,0,0,0,0,0.0174418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106157112526539,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0192,0,0,0,0,0.00958188153310104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0193,0,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636942675159236,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0195,0,0,0,0,0,0,0.00872093023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0196,0.00700116686114352,0,0,0,0.00174216027874564,0.00297324083250743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106157112526539,0,0,0,0,0,0,0,0,0,0.00529100529100529,0,0,0
OTU_0197,0,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0,0,0.00192492781520693,0,0.000838222967309304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267686424474187,0.000530785562632696,0,0,0,0,0,0,0,0,0,0,0,0.0137741046831956,0
OTU_0199,0,0,0,0,0.00958188153310104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183654729109275,0
OTU_0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0
OTU_0203,0.00350058343057176,0,0,0.00294406280667321,0,0.00495540138751239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173310225303293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962463907603465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105820105820106,0,0,0
OTU_0206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173310225303293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446144040790312,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311942959001783,0,0
OTU_0209,0,0,0,0,0.0165505226480836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0210,0,0,0,0,0,0,0.00581395348837209,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0211,0,0,0,0,0.0113240418118467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00509878903760357,0,0,0,0,0,0,0,0,0.00540723217303143,0,0.00476190476190476,0,0.0142332415059688,0
OTU_0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419111483654652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101975780752071,0,0,0,0,0,0,0,0,0,0,0,0,0.0169880624426079,0
OTU_0214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191204588910134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0215,0,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0217,0,0,0,0,0,0.00198216055500496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479891855356539,0,0.00634920634920635,0,0.0179063360881543,0
OTU_0219,0,0,0,0,0,0,0.0145348837209302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0220,0,0,0,0,0,0,0.0145348837209302,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162162162162162,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519930675909879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382409177820268,0.00132696390658174,0,0,0,0,0,0,0,0,0,0.000529100529100529,0,0.0032139577594123,0
OTU_0226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216216216216216,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0227,0.00466744457409568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0228,0,0,0,0,0.0844947735191638,0,0,0,0,0,0,0,0,0,0,0,0,0.0134115674769489,0,0,0,0,0,0.00956022944550669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018716577540107,0,0
OTU_0230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265392781316348,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0231,0,0,0,0,0,0,0,0,0,0,0.0125523012552301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280748663101604,0,0
OTU_0233,0,0,0,0,0.00435540069686411,0,0,0,0,0,0,0,0,0,0,0,0,0.00586756077116513,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371549893842887,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337952010814464,0,0,0,0,0
OTU_0236,0,0,0,0,0,0.00495540138751239,0,0,0,0,0,0,0,0,0,0.0105871029836381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0237,0,0,0,0,0,0.000991080277502478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0238,0.00233372228704784,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634920634920635,0,0,0
OTU_0240,0.00233372228704784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0241,0,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0242,0,0,0,0,0,0,0,0,0.0114503816793893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00610403397027601,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0244,0,0,0,0,0,0,0,0,0,0,0,0.00468384074941452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185365853658537,0,0,0,0,0,0,0,0
OTU_0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0246,0,0,0,0,0,0.00495540138751239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0247,0,0,0,0,0,0,0,0.0363636363636364,0,0,0,0,0,0,0,0,0,0,0.0373134328358209,0,0,0,0,0,0,0,0.0431654676258993,0,0,0,0,0,0,0,0,0,0,0.0684931506849315
OTU_0248,0,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318674314850223,0,0,0,0,0,0,0,0,0,0,0.00158730158730159,0,0.00413223140495868,0
OTU_0249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446144040790312,0,0,0,0,0,0,0,0,0.0152078404866509,0,0.00423280423280423,0,0.00183654729109275,0
OTU_0250,0,0,0,0,0,0.00991080277502478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173310225303293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215827338129496,0,0,0,0,0,0,0,0,0,0,0.0273972602739726
OTU_0253,0.00233372228704784,0,0,0,0,0.00297324083250743,0,0,0,0,0,0,0,0,0,0.00288739172281039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0254,0.00700116686114352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673724735322425,0,0.00670578373847443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477707006369427,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866551126516464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106157112526539,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530785562632696,0,0,0,0,0,0,0,0,0,0,0,0,0
